"Date","Cardholder origin","Cardholder origin detail","Amount CHF","Number of transactions"
"2020-05-25","Foreign","FRA",1077322.05,21844
"2020-05-25","Foreign","GBR",471443.29,8088
"2020-05-25","Foreign","ITA",387659.24,6015
"2020-05-25","Foreign","LIE",373087.39,4943
"2020-05-25","Foreign","NLD",66184.85,1021
"2020-05-25","Foreign","RUS",89008.83,1178
"2020-05-25","Foreign","RoW",1417424.06999999,13837
"2020-05-25","Foreign","USA",373286.92,3760
"2020-05-26","Domestic","CHE",177753253.74,3135567
"2020-05-26","Foreign","AUT",99433.4,1437
"2020-05-26","Foreign","CHN",486031.08,880
"2020-05-26","Foreign","DEU",630895.56,9945
"2020-05-26","Foreign","FRA",1038778.45,21402
"2020-05-26","Foreign","GBR",469479.55,7470
"2020-05-26","Foreign","ITA",345937.52,5727
"2020-05-26","Foreign","LIE",361409.11,4829
"2020-05-26","Foreign","NLD",89256.16,1172
"2020-05-26","Foreign","RUS",134395.21,1147
"2020-05-26","Foreign","RoW",1433924.72,13238
"2020-05-26","Foreign","USA",475199.34,3385
"2020-05-27","Domestic","CHE",183347883.83,3219391
"2020-05-27","Foreign","AUT",94832.1599999999,1491
"2020-05-27","Foreign","CHN",593492.62,812
"2020-05-27","Foreign","DEU",567699.190000001,10046
"2020-05-27","Foreign","FRA",1085219.85,21656
"2020-05-27","Foreign","GBR",484527.38,7858
"2020-05-27","Foreign","ITA",330531.91,5622
"2020-05-27","Foreign","LIE",392906.79,5162
"2020-05-27","Foreign","NLD",78410.06,1103
"2020-05-27","Foreign","RUS",113511.97,1133
"2020-05-27","Foreign","RoW",1541935.75999999,13344
"2020-05-27","Foreign","USA",468154.65,3204
"2020-05-28","Domestic","CHE",192590519.39,3313272
"2020-05-28","Foreign","AUT",118683.02,1463
"2020-05-28","Foreign","CHN",377942.98,863
"2020-05-28","Foreign","DEU",714388.069999999,10778
"2020-05-28","Foreign","FRA",1103025.73,22976
"2020-05-28","Foreign","GBR",532509.39,8234
"2020-05-28","Foreign","ITA",378902.35,5918
"2020-05-28","Foreign","LIE",408018.17,5333
"2020-05-28","Foreign","NLD",81523.38,1142
"2020-05-28","Foreign","RUS",180235.14,1176
"2020-05-28","Foreign","RoW",1552617.25,13879
"2020-05-28","Foreign","USA",638819.630000001,3513
"2020-05-29","Domestic","CHE",249224501.3,3886306
"2020-05-29","Foreign","AUT",104215.35,1591
"2020-05-29","Foreign","CHN",342016.51,1000
"2020-05-29","Foreign","DEU",809161.82,11938
"2020-05-29","Foreign","FRA",1288144.62,24414
"2020-05-29","Foreign","GBR",755679.32,9612
"2020-05-29","Foreign","ITA",391542.230000001,5984
"2020-05-29","Foreign","LIE",597781.36,6982
"2020-05-29","Foreign","NLD",148708.76,1224
"2020-05-29","Foreign","RUS",116758.32,1239
"2020-05-29","Foreign","RoW",1844005.05999999,15400
"2020-05-29","Foreign","USA",557226.89,4248
"2020-05-30","Domestic","CHE",275130977.56,4067606
"2020-05-30","Foreign","AUT",92202.81,1474
"2020-05-30","Foreign","CHN",230114.76,997
"2020-05-30","Foreign","DEU",812068.01,12283
"2020-05-30","Foreign","FRA",895051.070000001,14800
"2020-05-30","Foreign","GBR",683602.02,10374
"2020-05-30","Foreign","ITA",354231.5,5382
"2020-05-30","Foreign","LIE",746185.48,8510
"2020-05-30","Foreign","NLD",77352.74,1224
"2020-05-30","Foreign","RUS",120002.91,1229
"2020-05-30","Foreign","RoW",1237425.01,15503
"2020-05-30","Foreign","USA",423973.19,4431
"2020-05-31","Domestic","CHE",46300680.17,1163251
"2020-05-31","Foreign","AUT",32920.44,673
"2020-05-31","Foreign","CHN",104181.57,333
"2020-05-31","Foreign","DEU",310807.6,5993
"2020-05-31","Foreign","FRA",284850.79,5806
"2020-05-31","Foreign","GBR",340065.04,5335
"2020-05-31","Foreign","ITA",109409.73,2120
"2020-05-31","Foreign","LIE",67656.37,1451
"2020-05-31","Foreign","NLD",25435.24,505
"2020-05-31","Foreign","RUS",26490.54,491
"2020-05-31","Foreign","RoW",510711.170000002,6776
"2020-05-31","Foreign","USA",127123.32,1960
"2020-06-01","Domestic","CHE",62421684.8299999,1400447
"2020-06-01","Foreign","AUT",38476.08,811
"2020-06-01","Foreign","CHN",327618.54,511
"2020-06-01","Foreign","DEU",379482.38,7203
"2020-06-01","Foreign","FRA",410692.65,7433
"2020-06-01","Foreign","GBR",441725.45,5929
"2020-06-01","Foreign","ITA",203112.38,3214
"2020-06-01","Foreign","LIE",62826.61,1440
"2020-06-01","Foreign","NLD",38285.37,658
"2020-06-01","Foreign","RUS",59023.25,632
"2020-06-01","Foreign","RoW",989385.300000003,8945
"2020-06-01","Foreign","USA",278365.39,2424
"2020-06-02","Domestic","CHE",182527342.07,3341801
"2020-06-02","Foreign","AUT",116896.73,1760
"2020-06-02","Foreign","CHN",467581.81,990
"2020-06-02","Foreign","DEU",765570.080000001,12700
"2020-06-02","Foreign","FRA",1198664.45,25185
"2020-06-02","Foreign","GBR",543113.48,9019
"2020-06-02","Foreign","ITA",405486.49,6676
"2020-06-02","Foreign","LIE",374717.07,5094
"2020-06-02","Foreign","NLD",79483.31,1215
"2020-06-02","Foreign","RUS",126699.63,1389
"2020-06-02","Foreign","RoW",1846519.25999999,22090
"2020-06-02","Foreign","USA",568237.63,3905
"2020-06-03","Domestic","CHE",173632848.94,3163626
"2020-06-03","Foreign","AUT",104467.27,1596
"2020-06-03","Foreign","CHN",442853.38,822
"2020-06-03","Foreign","DEU",715394.14,12100
"2020-06-03","Foreign","FRA",1124759.65,23016
"2020-06-03","Foreign","GBR",506641.87,8487
"2020-06-03","Foreign","ITA",390770.29,6213
"2020-06-03","Foreign","LIE",390499.52,5114
"2020-06-03","Foreign","NLD",67011.97,1168
"2020-06-03","Foreign","RUS",138901.14,1193
"2020-06-03","Foreign","RoW",1762003.77999999,20509
"2020-06-03","Foreign","USA",490415.66,3519
"2020-06-04","Domestic","CHE",178847758.31,3106177
"2020-06-04","Foreign","AUT",107271.73,1638
"2020-06-04","Foreign","CHN",456980.49,779
"2020-06-04","Foreign","DEU",794298.56,11779
"2020-06-04","Foreign","FRA",1217023.15,23750
"2020-06-04","Foreign","GBR",552310.8,8288
"2020-06-04","Foreign","ITA",365314.81,5805
"2020-06-04","Foreign","LIE",415310.24,5120
"2020-06-04","Foreign","NLD",76366.2299999999,1169
"2020-06-04","Foreign","RUS",110551.56,1108
"2020-06-04","Foreign","RoW",1804051.46999998,19141
"2020-06-04","Foreign","USA",469003.93,3622
"2020-06-05","Domestic","CHE",219770699.04,3613532
"2020-06-05","Foreign","AUT",137074.51,1637
"2020-06-05","Foreign","CHN",499137.97,898
"2020-06-05","Foreign","DEU",795416.69,12036
"2020-06-05","Foreign","FRA",1284954.21,25361
"2020-06-05","Foreign","GBR",586115.49,9139
"2020-06-05","Foreign","ITA",388418.91,6123
"2020-06-05","Foreign","LIE",528503.72,6605
"2020-06-05","Foreign","NLD",84719.56,1205
"2020-06-05","Foreign","RUS",117511.07,1264
"2020-06-05","Foreign","RoW",1789426.44999999,21590
"2020-06-05","Foreign","USA",570474.380000001,4024
"2020-06-06","Domestic","CHE",259020938.99,3879182
"2020-06-06","Foreign","AUT",111911.41,1582
"2020-06-06","Foreign","CHN",279054.13,883
"2020-06-06","Foreign","DEU",730986.1,12181
"2020-06-06","Foreign","FRA",948468.1,14991
"2020-06-06","Foreign","GBR",561903.01,9642
"2020-06-06","Foreign","ITA",321409.18,4926
"2020-06-06","Foreign","LIE",694976.43,8211
"2020-06-06","Foreign","NLD",86224.52,1224
"2020-06-06","Foreign","RUS",109350.6,1154
"2020-06-06","Foreign","RoW",1537620.39999999,22668
"2020-06-06","Foreign","USA",382068.41,4409
"2020-06-07","Domestic","CHE",41338353.26,905511
"2020-06-07","Foreign","AUT",47895.15,703
"2020-06-07","Foreign","CHN",102078.5,237
"2020-06-07","Foreign","DEU",314191.11,5576
"2020-06-07","Foreign","FRA",292298.44,5754
"2020-06-07","Foreign","GBR",239778.58,4051
"2020-06-07","Foreign","ITA",111373.75,1948
"2020-06-07","Foreign","LIE",62724.12,1057
"2020-06-07","Foreign","NLD",32455.72,548
"2020-06-07","Foreign","RUS",28313.38,377
"2020-06-07","Foreign","RoW",587819.850000003,8227
"2020-06-07","Foreign","USA",141656.1,1773
"2020-06-08","Domestic","CHE",151626654.99,2973676
"2020-06-08","Foreign","AUT",106807.69,1726
"2020-06-08","Foreign","CHN",472340.97,917
"2020-06-08","Foreign","DEU",772939.900000001,12421
"2020-06-08","Foreign","FRA",1095613.04,23722
"2020-06-08","Foreign","GBR",524507.15,8555
"2020-06-08","Foreign","ITA",371243.83,5878
"2020-06-08","Foreign","LIE",296594.48,4534
"2020-06-08","Foreign","NLD",72659.6999999999,1235
"2020-06-08","Foreign","RUS",163436.43,1347
"2020-06-08","Foreign","RoW",1681354.30999999,20864
"2020-06-08","Foreign","USA",554529.8,3757
"2020-06-09","Domestic","CHE",157709541.86,3005257
"2020-06-09","Foreign","AUT",159512.34,1558
"2020-06-09","Foreign","CHN",547988.77,763
"2020-06-09","Foreign","DEU",804110.15,12269
"2020-06-09","Foreign","FRA",1119143.41,24121
"2020-06-09","Foreign","GBR",483072.62,8890
"2020-06-09","Foreign","ITA",364982.3,5920
"2020-06-09","Foreign","LIE",337764.98,4772
"2020-06-09","Foreign","NLD",80427.37,1228
"2020-06-09","Foreign","RUS",129247.01,1176
"2020-06-09","Foreign","RoW",1679353.43,19807
"2020-06-09","Foreign","USA",536600.48,3606
"2020-06-10","Domestic","CHE",172382865.85,3192475
"2020-06-10","Foreign","AUT",118426.73,1684
"2020-06-10","Foreign","CHN",587383.1,795
"2020-06-10","Foreign","DEU",789195.53,13113
"2020-06-10","Foreign","FRA",1056444.72,23952
"2020-06-10","Foreign","GBR",555729.03,8254
"2020-06-10","Foreign","ITA",370212.81,6097
"2020-06-10","Foreign","LIE",395685.52,5045
"2020-06-10","Foreign","NLD",88413.27,1234
"2020-06-10","Foreign","RUS",121220.67,1273
"2020-06-10","Foreign","RoW",1541965.96999999,20457
"2020-06-10","Foreign","USA",544034.75,3546
"2020-06-11","Domestic","CHE",151277558.41,2871157
"2020-06-11","Foreign","AUT",117116.25,2046
"2020-06-11","Foreign","CHN",1205786.72,874
"2020-06-11","Foreign","DEU",922709.120000001,15284
"2020-06-11","Foreign","FRA",1118597.56,24371
"2020-06-11","Foreign","GBR",499056.45,8611
"2020-06-11","Foreign","ITA",297954.16,4460
"2020-06-11","Foreign","LIE",787646.11,9305
"2020-06-11","Foreign","NLD",80993.22,1170
"2020-06-11","Foreign","RUS",111778.01,1158
"2020-06-11","Foreign","RoW",1848844.39999998,19907
"2020-06-11","Foreign","USA",514403.52,3836
"2020-06-12","Domestic","CHE",212457584.509999,3784176
"2020-06-12","Foreign","AUT",140685.65,2024
"2020-06-12","Foreign","CHN",612559.69,1093
"2020-06-12","Foreign","DEU",1026268.08,16877
"2020-06-12","Foreign","FRA",1224882.01,26453
"2020-06-12","Foreign","GBR",592915.89,10710
"2020-06-12","Foreign","ITA",381839.55,6037
"2020-06-12","Foreign","LIE",529265.42,6948
"2020-06-12","Foreign","NLD",90318.61,1420
"2020-06-12","Foreign","RUS",149267.6,1516
"2020-06-12","Foreign","RoW",1782721.94999999,24424
"2020-06-12","Foreign","USA",602534.81,4479
"2020-06-13","Domestic","CHE",233783059.71,3726843
"2020-06-13","Foreign","AUT",113059.55,1847
"2020-06-13","Foreign","CHN",419924.11,1002
"2020-06-13","Foreign","DEU",946354.85,15950
"2020-06-13","Foreign","FRA",961769.23,15909
"2020-06-13","Foreign","GBR",563287.860000001,10156
"2020-06-13","Foreign","ITA",310335.87,4826
"2020-06-13","Foreign","LIE",503064.61,6679
"2020-06-13","Foreign","NLD",86638.2,1383
"2020-06-13","Foreign","RUS",122062.86,1297
"2020-06-13","Foreign","RoW",1465999.47,23040
"2020-06-13","Foreign","USA",372953.64,4433
"2020-06-14","Domestic","CHE",45127907.4500001,984268
"2020-06-14","Foreign","AUT",75725.57,1010
"2020-06-14","Foreign","CHN",69512.51,298
"2020-06-14","Foreign","DEU",508450.569999999,8052
"2020-06-14","Foreign","FRA",365367.51,7089
"2020-06-14","Foreign","GBR",296553.23,4578
"2020-06-14","Foreign","ITA",119964.86,2424
"2020-06-14","Foreign","LIE",57954.53,1157
"2020-06-14","Foreign","NLD",39829.31,770
"2020-06-14","Foreign","RUS",35109.9,570
"2020-06-14","Foreign","RoW",594717.400000001,9581
"2020-06-14","Foreign","USA",148317.88,1962
"2020-06-15","Domestic","CHE",145147349.82,2946232
"2020-06-15","Foreign","AUT",168077.49,2641
"2020-06-15","Foreign","CHN",512028.49,990
"2020-06-15","Foreign","DEU",1171281.19,19036
"2020-06-15","Foreign","FRA",1638703.13,33437
"2020-06-15","Foreign","GBR",509650.13,9090
"2020-06-15","Foreign","ITA",663132.21,10223
"2020-06-15","Foreign","LIE",263232.66,4149
"2020-06-15","Foreign","NLD",137541.9,1985
"2020-06-15","Foreign","RUS",176034.15,1317
"2020-06-15","Foreign","RoW",1954464.56999999,23088
"2020-06-15","Foreign","USA",510493.82,3972
"2020-06-16","Domestic","CHE",147122637.65,2948303
"2020-06-16","Foreign","AUT",206007.24,2721
"2020-06-16","Foreign","CHN",842534.27,932
"2020-06-16","Foreign","DEU",1179623.67,19687
"2020-06-16","Foreign","FRA",1546861.85,33450
"2020-06-16","Foreign","GBR",554473.52,9427
"2020-06-16","Foreign","ITA",614445.07,10046
"2020-06-16","Foreign","LIE",277747.4,3981
"2020-06-16","Foreign","NLD",128230.02,2237
"2020-06-16","Foreign","RUS",186924.31,1269
"2020-06-16","Foreign","RoW",1772659.20999999,23338
"2020-06-16","Foreign","USA",569170.32,4125
"2020-06-17","Domestic","CHE",155089165.030001,2996920
"2020-06-17","Foreign","AUT",202469.93,2695
"2020-06-17","Foreign","CHN",714007.33,828
"2020-06-17","Foreign","DEU",1281916.24,20307
"2020-06-17","Foreign","FRA",1567909.08,33676
"2020-06-17","Foreign","GBR",519193.590000001,9107
"2020-06-17","Foreign","ITA",655621.27,10238
"2020-06-17","Foreign","LIE",296380.45,4349
"2020-06-17","Foreign","NLD",164869.62,2544
"2020-06-17","Foreign","RUS",139342.42,1264
"2020-06-17","Foreign","RoW",1932153.01999999,22702
"2020-06-17","Foreign","USA",603382.29,3909
"2020-06-18","Domestic","CHE",158690398.05,3054224
"2020-06-18","Foreign","AUT",205070.25,2992
"2020-06-18","Foreign","CHN",766188.36,963
"2020-06-18","Foreign","DEU",1359694.56,21488
"2020-06-18","Foreign","FRA",1722372.47,35386
"2020-06-18","Foreign","GBR",598731.94,9781
"2020-06-18","Foreign","ITA",625697.279999999,10244
"2020-06-18","Foreign","LIE",295840.68,4555
"2020-06-18","Foreign","NLD",195537.48,2686
"2020-06-18","Foreign","RUS",163884.4,1346
"2020-06-18","Foreign","RoW",2018572.63999999,24394
"2020-06-18","Foreign","USA",532612.520000001,4157
"2020-06-19","Domestic","CHE",194968522.66,3461565
"2020-06-19","Foreign","AUT",235175.09,3190
"2020-06-19","Foreign","CHN",685786.94,993
"2020-06-19","Foreign","DEU",1717343.97,25113
"2020-06-19","Foreign","FRA",1927063.83,38024
"2020-06-19","Foreign","GBR",675270.42,10963
"2020-06-19","Foreign","ITA",760366.43,11732
"2020-06-19","Foreign","LIE",423771.75,5502
"2020-06-19","Foreign","NLD",224810.39,3153
"2020-06-19","Foreign","RUS",176951.71,1429
"2020-06-19","Foreign","RoW",2386303.11,26804
"2020-06-19","Foreign","USA",672149.73,4868
"2020-06-20","Domestic","CHE",219943450.76,3573465
"2020-06-20","Foreign","AUT",231394.27,3546
"2020-06-20","Foreign","CHN",505924.28,1167
"2020-06-20","Foreign","DEU",1825114.08,29131
"2020-06-20","Foreign","FRA",1953175.91,33822
"2020-06-20","Foreign","GBR",738366.320000001,11550
"2020-06-20","Foreign","ITA",1000258.62,14142
"2020-06-20","Foreign","LIE",537543.48,6603
"2020-06-20","Foreign","NLD",227519.09,3748
"2020-06-20","Foreign","RUS",170696.57,1384
"2020-06-20","Foreign","RoW",1846797.15,28593
"2020-06-20","Foreign","USA",452224.25,5424
"2020-06-21","Domestic","CHE",47596303.4300001,1141404
"2020-06-21","Foreign","AUT",142445.25,2025
"2020-06-21","Foreign","CHN",92508.2599999999,451
"2020-06-21","Foreign","DEU",1115653.41,18007
"2020-06-21","Foreign","FRA",758975.73,16350
"2020-06-21","Foreign","GBR",398396.13,6730
"2020-06-21","Foreign","ITA",548527.08,9387
"2020-06-21","Foreign","LIE",62998.08,1296
"2020-06-21","Foreign","NLD",122961.27,2508
"2020-06-21","Foreign","RUS",76323.06,701
"2020-06-21","Foreign","RoW",856816.890000002,15540
"2020-06-21","Foreign","USA",214916.51,2873
"2020-06-22","Domestic","CHE",142679181.26,2957107
"2020-06-22","Foreign","AUT",202140.28,3095
"2020-06-22","Foreign","CHN",740335.08,1051
"2020-06-22","Foreign","DEU",1528853.62,24667
"2020-06-22","Foreign","FRA",1588256.1,35259
"2020-06-22","Foreign","GBR",740721.590000001,11488
"2020-06-22","Foreign","ITA",625480.200000001,10691
"2020-06-22","Foreign","LIE",271342.56,11187
"2020-06-22","Foreign","NLD",212498.61,3884
"2020-06-22","Foreign","RUS",249485.56,1524
"2020-06-22","Foreign","RoW",2193701.33999999,28363
"2020-06-22","Foreign","USA",654401.77,4682
"2020-06-23","Domestic","CHE",147689086.87,3015797
"2020-06-23","Foreign","AUT",170062.69,2919
"2020-06-23","Foreign","CHN",609920.65,1081
"2020-06-23","Foreign","DEU",1374878.79,24177
"2020-06-23","Foreign","FRA",1569441.73,34956
"2020-06-23","Foreign","GBR",663165.67,11166
"2020-06-23","Foreign","ITA",574913.73,10480
"2020-06-23","Foreign","LIE",263098.67,9730
"2020-06-23","Foreign","NLD",225315.42,3913
"2020-06-23","Foreign","RUS",152304.42,1437
"2020-06-23","Foreign","RoW",2290889.59999999,28345
"2020-06-23","Foreign","USA",625161.76,4667
"2020-06-24","Domestic","CHE",158546525.26,3184855
"2020-06-24","Foreign","AUT",191157.71,3013
"2020-06-24","Foreign","CHN",435282.04,1079
"2020-06-24","Foreign","DEU",1555300.22,25529
"2020-06-24","Foreign","FRA",1682378.18,36976
"2020-06-24","Foreign","GBR",641093.92,11704
"2020-06-24","Foreign","ITA",653453.640000001,10918
"2020-06-24","Foreign","LIE",284650.85,10193
"2020-06-24","Foreign","NLD",202946.75,3858
"2020-06-24","Foreign","RUS",178197.56,1538
"2020-06-24","Foreign","RoW",2014779.68999998,28040
"2020-06-24","Foreign","USA",715417.280000001,4673
"2020-06-25","Domestic","CHE",182063251.28,3448973
"2020-06-25","Foreign","AUT",228063.18,3046
"2020-06-25","Foreign","CHN",666830.28,1001
"2020-06-25","Foreign","DEU",1648459.86,25969
"2020-06-25","Foreign","FRA",1687521.67,37338
"2020-06-25","Foreign","GBR",656010.4,12045
"2020-06-25","Foreign","ITA",657290.77,11157
"2020-06-25","Foreign","LIE",330438.93,6428
"2020-06-25","Foreign","NLD",241949.28,4171
"2020-06-25","Foreign","RUS",121457.79,1480
"2020-06-25","Foreign","RoW",2183641.11999999,28453
"2020-06-25","Foreign","USA",606840.84,4783
"2020-06-26","Domestic","CHE",222005250.36,3818314
"2020-06-26","Foreign","AUT",219409.11,3266
"2020-06-26","Foreign","CHN",552742.91,1064
"2020-06-26","Foreign","DEU",2048062.49,28790
"2020-06-26","Foreign","FRA",1866544.18,39039
"2020-06-26","Foreign","GBR",710109.73,12161
"2020-06-26","Foreign","ITA",689291.76,11565
"2020-06-26","Foreign","LIE",477818.03,6488
"2020-06-26","Foreign","NLD",268163.75,4667
"2020-06-26","Foreign","RUS",128962.13,1419
"2020-06-26","Foreign","RoW",2458969.42999999,29704
"2020-06-26","Foreign","USA",648255.52,5298
"2020-06-27","Domestic","CHE",245641222.65,3887456
"2020-06-27","Foreign","AUT",209360.53,3214
"2020-06-27","Foreign","CHN",652994.56,1269
"2020-06-27","Foreign","DEU",2156989.04,32534
"2020-06-27","Foreign","FRA",1867721.99,34061
"2020-06-27","Foreign","GBR",793765.19,13575
"2020-06-27","Foreign","ITA",844370.709999999,13307
"2020-06-27","Foreign","LIE",579705.84,7053
"2020-06-27","Foreign","NLD",294312.12,5140
"2020-06-27","Foreign","RUS",123796.8,1345
"2020-06-27","Foreign","RoW",1969294.94999999,30272
"2020-06-27","Foreign","USA",451115.37,5459
"2020-06-28","Domestic","CHE",53281345.62,1187413
"2020-06-28","Foreign","AUT",117528.83,1956
"2020-06-28","Foreign","CHN",259500.29,549
"2020-06-28","Foreign","DEU",1289937.08,20257
"2020-06-28","Foreign","FRA",870872.229999999,18152
"2020-06-28","Foreign","GBR",486631.99,7122
"2020-06-28","Foreign","ITA",554939.67,9481
"2020-06-28","Foreign","LIE",72778.64,1400
"2020-06-28","Foreign","NLD",170523.63,3113
"2020-06-28","Foreign","RUS",59029.71,678
"2020-06-28","Foreign","RoW",1026998.08,15796
"2020-06-28","Foreign","USA",275778.88,3180
"2020-06-29","Domestic","CHE",162927870.43,3144178
"2020-06-29","Foreign","AUT",209969.1,3099
"2020-06-29","Foreign","CHN",1123495.13,1159
"2020-06-29","Foreign","DEU",1765181.14,26700
"2020-06-29","Foreign","FRA",1669500.48,35506
"2020-06-29","Foreign","GBR",656075.7,11015
"2020-06-29","Foreign","ITA",520859.13,8863
"2020-06-29","Foreign","LIE",301736.9,4557
"2020-06-29","Foreign","NLD",277649.68,4695
"2020-06-29","Foreign","RUS",157828.48,1383
"2020-06-29","Foreign","RoW",2281820.55999999,28325
"2020-06-29","Foreign","USA",666961.15,4891
"2020-06-30","Domestic","CHE",161398877.16,3200684
"2020-06-30","Foreign","AUT",176953.67,3011
"2020-06-30","Foreign","CHN",462937.83,1033
"2020-06-30","Foreign","DEU",1609059.32,25512
"2020-06-30","Foreign","FRA",1680836.05,37014
"2020-06-30","Foreign","GBR",731510.039999999,12104
"2020-06-30","Foreign","ITA",683577.47,11437
"2020-06-30","Foreign","LIE",296363.25,4453
"2020-06-30","Foreign","NLD",254609.53,4348
"2020-06-30","Foreign","RUS",127606.86,1392
"2020-06-30","Foreign","RoW",2509971.07999999,28724
"2020-06-30","Foreign","USA",660415.2,4859
"2020-07-01","Domestic","CHE",169883827.65,3326915
"2020-07-01","Foreign","AUT",227593.06,3123
"2020-07-01","Foreign","CHN",716040.15,993
"2020-07-01","Foreign","DEU",1707449.34,26379
"2020-07-01","Foreign","FRA",1718659.4,37538
"2020-07-01","Foreign","GBR",723696.8,11994
"2020-07-01","Foreign","ITA",731318.84,11584
"2020-07-01","Foreign","LIE",324529.19,4601
"2020-07-01","Foreign","NLD",282154.73,4443
"2020-07-01","Foreign","RUS",123512.05,1401
"2020-07-01","Foreign","RoW",2673817.01999999,29457
"2020-07-01","Foreign","USA",724516.04,4826
"2020-07-02","Domestic","CHE",177986026.35,3395075
"2020-07-02","Foreign","AUT",210051.99,3318
"2020-07-02","Foreign","CHN",840812.23,1020
"2020-07-02","Foreign","DEU",1803188.15,27906
"2020-07-02","Foreign","FRA",1881935.98,39347
"2020-07-02","Foreign","GBR",775926.160000001,12253
"2020-07-02","Foreign","ITA",742772.04,11780
"2020-07-02","Foreign","LIE",325714.52,4658
"2020-07-02","Foreign","NLD",270328.43,4537
"2020-07-02","Foreign","RUS",191696.97,1402
"2020-07-02","Foreign","RoW",2514611.78,30886
"2020-07-02","Foreign","USA",851022.55,5138
"2020-07-03","Domestic","CHE",215053208.56,3797049
"2020-07-03","Foreign","AUT",271448.56,3356
"2020-07-03","Foreign","CHN",844448.65,1150
"2020-07-03","Foreign","DEU",2239085.69,31889
"2020-07-03","Foreign","FRA",2032844.8,41444
"2020-07-03","Foreign","GBR",893901.19,13647
"2020-07-03","Foreign","ITA",775995.670000001,12289
"2020-07-03","Foreign","LIE",458901.05,6118
"2020-07-03","Foreign","NLD",333536.65,5241
"2020-07-03","Foreign","RUS",159368.58,1557
"2020-07-03","Foreign","RoW",2675070.15999999,33952
"2020-07-03","Foreign","USA",725358.619999999,6522
"2020-07-04","Domestic","CHE",229965219.64,3781447
"2020-07-04","Foreign","AUT",241774.51,3567
"2020-07-04","Foreign","CHN",682411.74,1265
"2020-07-04","Foreign","DEU",2250812.77,36430
"2020-07-04","Foreign","FRA",1913961.26,36142
"2020-07-04","Foreign","GBR",898618.970000002,14273
"2020-07-04","Foreign","ITA",975083.020000001,14962
"2020-07-04","Foreign","LIE",544438.11,6856
"2020-07-04","Foreign","NLD",330462.95,6378
"2020-07-04","Foreign","RUS",122849.42,1358
"2020-07-04","Foreign","RoW",2237745.33999999,35445
"2020-07-04","Foreign","USA",495754.61,6701
"2020-07-05","Domestic","CHE",54974400.0999999,1324033
"2020-07-05","Foreign","AUT",160735.48,2211
"2020-07-05","Foreign","CHN",90207.6599999999,498
"2020-07-05","Foreign","DEU",1580565.91,24710
"2020-07-05","Foreign","FRA",1021349.8,22096
"2020-07-05","Foreign","GBR",616329.06,8968
"2020-07-05","Foreign","ITA",671329.22,11396
"2020-07-05","Foreign","LIE",77659.46,1623
"2020-07-05","Foreign","NLD",247969.48,4603
"2020-07-05","Foreign","RUS",75988.8000000001,790
"2020-07-05","Foreign","RoW",1282269.04,21502
"2020-07-05","Foreign","USA",288913.08,4409
"2020-07-06","Domestic","CHE",162052733.32,3178551
"2020-07-06","Foreign","AUT",226163.58,3400
"2020-07-06","Foreign","CHN",1101977.24,1124
"2020-07-06","Foreign","DEU",1905130.31,30416
"2020-07-06","Foreign","FRA",1822460.19,39592
"2020-07-06","Foreign","GBR",918625.08,12946
"2020-07-06","Foreign","ITA",801094.67,12005
"2020-07-06","Foreign","LIE",302645.87,4665
"2020-07-06","Foreign","NLD",375288.93,6697
"2020-07-06","Foreign","RUS",202757.69,1493
"2020-07-06","Foreign","RoW",2764428.49999999,34636
"2020-07-06","Foreign","USA",624043.37,5527
"2020-07-07","Domestic","CHE",161251634.86,3187111
"2020-07-07","Foreign","AUT",191461.59,3310
"2020-07-07","Foreign","CHN",649200.62,1027
"2020-07-07","Foreign","DEU",1885632.19,29759
"2020-07-07","Foreign","FRA",1793579.51,38952
"2020-07-07","Foreign","GBR",878897.990000001,12910
"2020-07-07","Foreign","ITA",694284.559999999,11309
"2020-07-07","Foreign","LIE",304925.27,4329
"2020-07-07","Foreign","NLD",388212.09,6305
"2020-07-07","Foreign","RUS",138631.3,1406
"2020-07-07","Foreign","RoW",2573957.13,33877
"2020-07-07","Foreign","USA",702125.300000001,4669
"2020-07-08","Domestic","CHE",160346544.82,3199584
"2020-07-08","Foreign","AUT",208542.22,3463
"2020-07-08","Foreign","CHN",429462.48,1046
"2020-07-08","Foreign","DEU",1841929.62,30437
"2020-07-08","Foreign","FRA",1849223.36,40203
"2020-07-08","Foreign","GBR",873407.320000001,13029
"2020-07-08","Foreign","ITA",780693.58,11726
"2020-07-08","Foreign","LIE",323084.89,4539
"2020-07-08","Foreign","NLD",399983.75,6485
"2020-07-08","Foreign","RUS",216440.4,1344
"2020-07-08","Foreign","RoW",2443034.12999999,34115
"2020-07-08","Foreign","USA",617887.05,4809
"2020-07-09","Domestic","CHE",165720344.58,3297724
"2020-07-09","Foreign","AUT",213622.28,3791
"2020-07-09","Foreign","CHN",651566.9,987
"2020-07-09","Foreign","DEU",1996248.88,31586
"2020-07-09","Foreign","FRA",1877548.28,42431
"2020-07-09","Foreign","GBR",901965.420000001,13698
"2020-07-09","Foreign","ITA",769289.79,12406
"2020-07-09","Foreign","LIE",302646.12,4489
"2020-07-09","Foreign","NLD",354725.8,6985
"2020-07-09","Foreign","RUS",187482.72,1414
"2020-07-09","Foreign","RoW",2801762.75999999,35796
