"Date","Cardholder origin","Cardholder origin detail","Amount CHF","Number of transactions"
"2020-07-09","Foreign","USA",708891.240000001,4954
"2020-07-10","Domestic","CHE",200116593.980001,3614661
"2020-07-10","Foreign","AUT",235004.89,3761
"2020-07-10","Foreign","CHN",781577.92,1154
"2020-07-10","Foreign","DEU",2355964.91,34749
"2020-07-10","Foreign","FRA",2084797,45220
"2020-07-10","Foreign","GBR",1009525.9,14941
"2020-07-10","Foreign","ITA",905022.180000001,12350
"2020-07-10","Foreign","LIE",411048.41,5378
"2020-07-10","Foreign","NLD",460920.7,8212
"2020-07-10","Foreign","RUS",132651.85,1418
"2020-07-10","Foreign","RoW",2777244.18,38161
"2020-07-10","Foreign","USA",649624.11,5393
"2020-07-11","Domestic","CHE",230975925.02,3652753
"2020-07-11","Foreign","AUT",285824.84,4184
"2020-07-11","Foreign","CHN",564766.2,1206
"2020-07-11","Foreign","DEU",2679243.2,40038
"2020-07-11","Foreign","FRA",2171406.08,42111
"2020-07-11","Foreign","GBR",1008412.2,14795
"2020-07-11","Foreign","ITA",1108085.12,14623
"2020-07-11","Foreign","LIE",581839.05,7045
"2020-07-11","Foreign","NLD",525394.72,9393
"2020-07-11","Foreign","RUS",133845.82,1426
"2020-07-11","Foreign","RoW",2516941.1,39017
"2020-07-11","Foreign","USA",590535.59,5620
"2020-07-12","Domestic","CHE",54731216.6199998,1289771
"2020-07-12","Foreign","AUT",143199.13,2617
"2020-07-12","Foreign","CHN",158853.76,544
"2020-07-12","Foreign","DEU",1680332.43,26920
"2020-07-12","Foreign","FRA",1336168.9,28806
"2020-07-12","Foreign","GBR",800521.18,10413
"2020-07-12","Foreign","ITA",667219.02,11774
"2020-07-12","Foreign","LIE",83987.6700000001,1624
"2020-07-12","Foreign","NLD",335014.85,6526
"2020-07-12","Foreign","RUS",48979.26,740
"2020-07-12","Foreign","RoW",1373536.21,23899
"2020-07-12","Foreign","USA",216716.51,3510
"2020-07-13","Domestic","CHE",150207293.57,3057147
"2020-07-13","Foreign","AUT",210763.5,3816
"2020-07-13","Foreign","CHN",840150.83,1152
"2020-07-13","Foreign","DEU",1997258.84,32293
"2020-07-13","Foreign","FRA",2414499.94,51938
"2020-07-13","Foreign","GBR",961622.86,14355
"2020-07-13","Foreign","ITA",713632.42,11908
"2020-07-13","Foreign","LIE",275428.88,4250
"2020-07-13","Foreign","NLD",499003.61,9484
"2020-07-13","Foreign","RUS",127702.59,1422
"2020-07-13","Foreign","RoW",2551989.14999998,37075
"2020-07-13","Foreign","USA",603384.28,4961
"2020-07-14","Domestic","CHE",149042883.46,3008109
"2020-07-14","Foreign","AUT",223608.96,3826
"2020-07-14","Foreign","CHN",537095.49,1093
"2020-07-14","Foreign","DEU",1934677.07,30650
"2020-07-14","Foreign","FRA",2602517.86,53541
"2020-07-14","Foreign","GBR",1060512.07,14253
"2020-07-14","Foreign","ITA",750053.110000001,11756
"2020-07-14","Foreign","LIE",298044.16,4242
"2020-07-14","Foreign","NLD",443631.26,8894
"2020-07-14","Foreign","RUS",159454.67,1410
"2020-07-14","Foreign","RoW",2540446.76999998,36226
"2020-07-14","Foreign","USA",570724.46,4549
"2020-07-15","Domestic","CHE",162052579.65,3072815
"2020-07-15","Foreign","AUT",291898.58,4028
"2020-07-15","Foreign","CHN",822382.82,1002
"2020-07-15","Foreign","DEU",2103798.08,32181
"2020-07-15","Foreign","FRA",2001305.92,41497
"2020-07-15","Foreign","GBR",933360.410000001,13602
"2020-07-15","Foreign","ITA",688358.880000001,11756
"2020-07-15","Foreign","LIE",337889.19,4805
"2020-07-15","Foreign","NLD",593690,10026
"2020-07-15","Foreign","RUS",212181.22,1297
"2020-07-15","Foreign","RoW",2732182.38000001,36321
"2020-07-15","Foreign","USA",565686.33,4561
"2020-07-16","Domestic","CHE",162736962.66,3075570
"2020-07-16","Foreign","AUT",261805.42,4122
"2020-07-16","Foreign","CHN",725494.28,922
"2020-07-16","Foreign","DEU",2060820.67,32595
"2020-07-16","Foreign","FRA",1976730.76,42407
"2020-07-16","Foreign","GBR",980113.66,14181
"2020-07-16","Foreign","ITA",719771.22,12421
"2020-07-16","Foreign","LIE",330794.96,4640
"2020-07-16","Foreign","NLD",507145.23,10004
"2020-07-16","Foreign","RUS",171410.21,1356
"2020-07-16","Foreign","RoW",2782804.56000001,37378
"2020-07-16","Foreign","USA",782123.080000001,4981
"2020-07-17","Domestic","CHE",190837846.55,3396647
"2020-07-17","Foreign","AUT",321539.83,4196
"2020-07-17","Foreign","CHN",865223.15,1137
"2020-07-17","Foreign","DEU",2439216.84,36457
"2020-07-17","Foreign","FRA",2057912.56,43709
"2020-07-17","Foreign","GBR",1114538.35,15932
"2020-07-17","Foreign","ITA",770333.42,13178
"2020-07-17","Foreign","LIE",408738.57,5505
"2020-07-17","Foreign","NLD",618420.419999999,11378
"2020-07-17","Foreign","RUS",177528.52,1389
"2020-07-17","Foreign","RoW",2885520.15999998,41118
"2020-07-17","Foreign","USA",658822.08,5567
"2020-07-18","Domestic","CHE",199503973.75,3362634
"2020-07-18","Foreign","AUT",278291.18,4191
"2020-07-18","Foreign","CHN",824319.86,1374
"2020-07-18","Foreign","DEU",2691567.86,42538
"2020-07-18","Foreign","FRA",1896912.04,37833
"2020-07-18","Foreign","GBR",1100598.31,16747
"2020-07-18","Foreign","ITA",939972.830000001,16284
"2020-07-18","Foreign","LIE",425920.57,5566
"2020-07-18","Foreign","NLD",743575.05,13578
"2020-07-18","Foreign","RUS",127946.47,1349
"2020-07-18","Foreign","RoW",2699853.69999998,43980
"2020-07-18","Foreign","USA",538658.52,6113
"2020-07-19","Domestic","CHE",54033213.1099999,1269459
"2020-07-19","Foreign","AUT",183522.54,2905
"2020-07-19","Foreign","CHN",250140.57,681
"2020-07-19","Foreign","DEU",1900016.03,29745
"2020-07-19","Foreign","FRA",1109601.21,24884
"2020-07-19","Foreign","GBR",929465.74,11762
"2020-07-19","Foreign","ITA",690105.029999999,12170
"2020-07-19","Foreign","LIE",69783.99,1542
"2020-07-19","Foreign","NLD",533249.64,10245
"2020-07-19","Foreign","RUS",48742.49,701
"2020-07-19","Foreign","RoW",1634758.13,29204
"2020-07-19","Foreign","USA",303914.99,3585
"2020-07-20","Domestic","CHE",144413327.1,2941421
"2020-07-20","Foreign","AUT",237750.92,4011
"2020-07-20","Foreign","CHN",667055.32,1198
"2020-07-20","Foreign","DEU",2231924.76,35920
"2020-07-20","Foreign","FRA",1788150.51,41771
"2020-07-20","Foreign","GBR",1157848.45,15986
"2020-07-20","Foreign","ITA",689833.03,12446
"2020-07-20","Foreign","LIE",261091.76,4116
"2020-07-20","Foreign","NLD",741239.73,14077
"2020-07-20","Foreign","RUS",108168.03,1428
"2020-07-20","Foreign","RoW",3124222.84999998,44139
"2020-07-20","Foreign","USA",630341.27,5169
"2020-07-21","Domestic","CHE",149295747.21,2922029
"2020-07-21","Foreign","AUT",230101.64,4025
"2020-07-21","Foreign","CHN",749846.040000001,1174
"2020-07-21","Foreign","DEU",2059793.94,34286
"2020-07-21","Foreign","FRA",1867776.14,40906
"2020-07-21","Foreign","GBR",1128661.61,15633
"2020-07-21","Foreign","ITA",672398.54,11914
"2020-07-21","Foreign","LIE",314961.91,4392
"2020-07-21","Foreign","NLD",718421.51,13644
"2020-07-21","Foreign","RUS",167846.05,1368
"2020-07-21","Foreign","RoW",3054834.84999999,41999
"2020-07-21","Foreign","USA",706624.03,4982
"2020-07-22","Domestic","CHE",153057010.66,2949856
"2020-07-22","Foreign","AUT",244648.47,4030
"2020-07-22","Foreign","CHN",483358.8,1103
"2020-07-22","Foreign","DEU",2192740.62,34691
"2020-07-22","Foreign","FRA",1843861.24,41037
"2020-07-22","Foreign","GBR",1056259.56,15443
"2020-07-22","Foreign","ITA",701894.03,12182
"2020-07-22","Foreign","LIE",315943.33,4486
"2020-07-22","Foreign","NLD",719077.629999999,14085
"2020-07-22","Foreign","RUS",135155.18,1282
"2020-07-22","Foreign","RoW",3032749.32999999,40077
"2020-07-22","Foreign","USA",624140.89,4834
"2020-07-23","Domestic","CHE",155333284.73,3019705
"2020-07-23","Foreign","AUT",260955.09,3911
"2020-07-23","Foreign","CHN",515042.72,1070
"2020-07-23","Foreign","DEU",2152498.81,35370
"2020-07-23","Foreign","FRA",1922046.93,43149
"2020-07-23","Foreign","GBR",1094691.9,16476
"2020-07-23","Foreign","ITA",715155.05,12723
"2020-07-23","Foreign","LIE",317322.21,4272
"2020-07-23","Foreign","NLD",757939.4,14720
"2020-07-23","Foreign","RUS",165302.94,1401
"2020-07-23","Foreign","RoW",2853202.10999999,41446
"2020-07-23","Foreign","USA",645869.510000001,5047
"2020-07-24","Domestic","CHE",211667605.63,3541911
"2020-07-24","Foreign","AUT",284800.47,4459
"2020-07-24","Foreign","CHN",658285.3,1157
"2020-07-24","Foreign","DEU",2748979.49,40268
"2020-07-24","Foreign","FRA",2108259.59,43950
"2020-07-24","Foreign","GBR",1272937.46,17512
"2020-07-24","Foreign","ITA",807267.53,12693
"2020-07-24","Foreign","LIE",444005.54,5689
"2020-07-24","Foreign","NLD",1096291.55,18309
"2020-07-24","Foreign","RUS",173015.65,1451
"2020-07-24","Foreign","RoW",2967536.02999998,43622
"2020-07-24","Foreign","USA",579646.34,5318
"2020-07-25","Domestic","CHE",207676634.6,3438808
"2020-07-25","Foreign","AUT",269219.74,4260
"2020-07-25","Foreign","CHN",345380.69,1238
"2020-07-25","Foreign","DEU",2653636.81,43489
"2020-07-25","Foreign","FRA",2077295.65,38797
"2020-07-25","Foreign","GBR",1269265.08,17769
"2020-07-25","Foreign","ITA",928552.040000001,15653
"2020-07-25","Foreign","LIE",454610.46,5882
"2020-07-25","Foreign","NLD",1001619.19,18264
"2020-07-25","Foreign","RUS",112523.77,1374
"2020-07-25","Foreign","RoW",2579111.46999998,43725
"2020-07-25","Foreign","USA",464659,5661
"2020-07-26","Domestic","CHE",56678023.53,1244166
"2020-07-26","Foreign","AUT",167628.9,2679
"2020-07-26","Foreign","CHN",169458.85,556
"2020-07-26","Foreign","DEU",1935713.11,29480
"2020-07-26","Foreign","FRA",1121248.58,23990
"2020-07-26","Foreign","GBR",911513.18,12395
"2020-07-26","Foreign","ITA",645876.92,11575
"2020-07-26","Foreign","LIE",79529.1499999999,1552
"2020-07-26","Foreign","NLD",738519.020000001,13071
"2020-07-26","Foreign","RUS",55525.78,773
"2020-07-26","Foreign","RoW",1543184.53999999,27666
"2020-07-26","Foreign","USA",250928.04,3389
"2020-07-27","Domestic","CHE",161113467.65,3110092
"2020-07-27","Foreign","AUT",250217.81,3977
"2020-07-27","Foreign","CHN",454772.43,1146
"2020-07-27","Foreign","DEU",2219284.78,36858
"2020-07-27","Foreign","FRA",1922028.41,41875
"2020-07-27","Foreign","GBR",1184797.25,17000
"2020-07-27","Foreign","ITA",680078.9,12221
"2020-07-27","Foreign","LIE",292446.01,4551
"2020-07-27","Foreign","NLD",996916.100000001,18115
"2020-07-27","Foreign","RUS",188013.14,1444
"2020-07-27","Foreign","RoW",3022642.96000001,41459
"2020-07-27","Foreign","USA",624777.240000001,5099
"2020-07-28","Domestic","CHE",161928446.64,3066155
"2020-07-28","Foreign","AUT",270765.37,3747
"2020-07-28","Foreign","CHN",532579.31,1113
"2020-07-28","Foreign","DEU",2236182.3,35389
"2020-07-28","Foreign","FRA",1934548.57,40873
"2020-07-28","Foreign","GBR",1291672.11,16648
"2020-07-28","Foreign","ITA",672466.62,11827
"2020-07-28","Foreign","LIE",310496.28,4360
"2020-07-28","Foreign","NLD",925164.63,17408
"2020-07-28","Foreign","RUS",100350.67,1288
"2020-07-28","Foreign","RoW",2831297.36999998,39657
"2020-07-28","Foreign","USA",610316.67,5214
"2020-07-29","Domestic","CHE",172399816.68,3204785
"2020-07-29","Foreign","AUT",246138.17,4309
"2020-07-29","Foreign","CHN",564223.43,1076
"2020-07-29","Foreign","DEU",2328096.97,36927
"2020-07-29","Foreign","FRA",2033865.02,42546
"2020-07-29","Foreign","GBR",1213566.77,16933
"2020-07-29","Foreign","ITA",702127.279999999,12226
"2020-07-29","Foreign","LIE",361188.54,5091
"2020-07-29","Foreign","NLD",957869.31,17827
"2020-07-29","Foreign","RUS",175668.52,1239
"2020-07-29","Foreign","RoW",2936589.59999999,40394
"2020-07-29","Foreign","USA",646082.17,5028
"2020-07-30","Domestic","CHE",182783132.02,3355840
"2020-07-30","Foreign","AUT",263085.29,4277
"2020-07-30","Foreign","CHN",772647.19,1130
"2020-07-30","Foreign","DEU",2486162.05,39314
"2020-07-30","Foreign","FRA",2066345.59,43506
"2020-07-30","Foreign","GBR",1197514.65,17874
"2020-07-30","Foreign","ITA",746109.32,12693
"2020-07-30","Foreign","LIE",349051.69,4835
"2020-07-30","Foreign","NLD",950099.08,17817
"2020-07-30","Foreign","RUS",152393.64,1396
"2020-07-30","Foreign","RoW",2982546.41999999,42421
"2020-07-30","Foreign","USA",697958.590000001,5442
"2020-07-31","Domestic","CHE",227865581.28,3918102
"2020-07-31","Foreign","AUT",331939.18,4658
"2020-07-31","Foreign","CHN",861100.94,1173
"2020-07-31","Foreign","DEU",3105707.78,46196
"2020-07-31","Foreign","FRA",2279997.07,46262
"2020-07-31","Foreign","GBR",1454561.33,20678
"2020-07-31","Foreign","ITA",820219.76,13936
"2020-07-31","Foreign","LIE",417853.65,5598
"2020-07-31","Foreign","NLD",1082730.15,19877
"2020-07-31","Foreign","RUS",153269.34,1503
"2020-07-31","Foreign","RoW",3282497.38999999,46792
"2020-07-31","Foreign","USA",913726.26,6242
"2020-08-01","Domestic","CHE",63966675.8299999,1474036
"2020-08-01","Foreign","AUT",175840.57,2970
"2020-08-01","Foreign","CHN",234300.97,609
"2020-08-01","Foreign","DEU",2164799.52,36026
"2020-08-01","Foreign","FRA",1368340.32,28918
"2020-08-01","Foreign","GBR",1016794.05,14701
"2020-08-01","Foreign","ITA",584240.94,10669
"2020-08-01","Foreign","LIE",83981.42,1737
"2020-08-01","Foreign","NLD",919773.059999999,17317
"2020-08-01","Foreign","RUS",79136.97,853
"2020-08-01","Foreign","RoW",1713741.25,30325
"2020-08-01","Foreign","USA",326119.03,4055
"2020-08-02","Domestic","CHE",54758538.5099999,1146714
"2020-08-02","Foreign","AUT",167988.88,3031
"2020-08-02","Foreign","CHN",144518.57,522
"2020-08-02","Foreign","DEU",2233947.74,31972
"2020-08-02","Foreign","FRA",1365847.2,26870
"2020-08-02","Foreign","GBR",1106038.54,13371
"2020-08-02","Foreign","ITA",861268.96,12750
"2020-08-02","Foreign","LIE",75265.67,1440
"2020-08-02","Foreign","NLD",790044.24,14347
"2020-08-02","Foreign","RUS",102917.62,667
"2020-08-02","Foreign","RoW",1621962.16,26255
"2020-08-02","Foreign","USA",291303.53,3390
"2020-08-03","Domestic","CHE",186280969.56,3257104
"2020-08-03","Foreign","AUT",319968.67,4837
"2020-08-03","Foreign","CHN",1244447.48,1180
"2020-08-03","Foreign","DEU",2913710.35,43813
"2020-08-03","Foreign","FRA",2545874.87,49536
"2020-08-03","Foreign","GBR",1423196.4,19349
"2020-08-03","Foreign","ITA",905102.38,13854
"2020-08-03","Foreign","LIE",415331.79,5665
"2020-08-03","Foreign","NLD",1207188.3,22027
"2020-08-03","Foreign","RUS",220410.76,1350
"2020-08-03","Foreign","RoW",3157445.82999999,43019
"2020-08-03","Foreign","USA",765553.34,5544
"2020-08-04","Domestic","CHE",171682463.27,3124384
"2020-08-04","Foreign","AUT",306846.69,4518
"2020-08-04","Foreign","CHN",498966.63,1113
"2020-08-04","Foreign","DEU",2487968.1,39162
"2020-08-04","Foreign","FRA",2415373.53,49388
"2020-08-04","Foreign","GBR",1315655.54,18494
"2020-08-04","Foreign","ITA",901226.309999999,13951
"2020-08-04","Foreign","LIE",391027.18,5153
"2020-08-04","Foreign","NLD",1025008.61,19584
"2020-08-04","Foreign","RUS",116041.69,1253
"2020-08-04","Foreign","RoW",2793240.71999999,39793
"2020-08-04","Foreign","USA",664665.13,5089
"2020-08-05","Domestic","CHE",161716381.12,3118184
"2020-08-05","Foreign","AUT",254663.35,4362
"2020-08-05","Foreign","CHN",685445.13,1151
"2020-08-05","Foreign","DEU",2559379.58,39261
"2020-08-05","Foreign","FRA",2357259.17,48585
"2020-08-05","Foreign","GBR",1326823.34,19219
"2020-08-05","Foreign","ITA",888634.010000002,14501
"2020-08-05","Foreign","LIE",341376.99,4938
"2020-08-05","Foreign","NLD",973857.430000001,18007
"2020-08-05","Foreign","RUS",122407.48,1332
"2020-08-05","Foreign","RoW",2940182.45999999,40278
"2020-08-05","Foreign","USA",638316.28,5234
"2020-08-06","Domestic","CHE",164073053.63,3189963
"2020-08-06","Foreign","AUT",288007.79,4564
"2020-08-06","Foreign","CHN",728638.2,1178
"2020-08-06","Foreign","DEU",2673519.61,41508
"2020-08-06","Foreign","FRA",2509795.15,50900
"2020-08-06","Foreign","GBR",1299934.65,20286
"2020-08-06","Foreign","ITA",895247.44,15056
"2020-08-06","Foreign","LIE",322246.97,4744
"2020-08-06","Foreign","NLD",941746.269999999,18924
"2020-08-06","Foreign","RUS",135453.53,1388
"2020-08-06","Foreign","RoW",2922496.96000001,42648
"2020-08-06","Foreign","USA",774675.420000001,5465
"2020-08-07","Domestic","CHE",193024280.87,3544469
"2020-08-07","Foreign","AUT",291812.4,4752
"2020-08-07","Foreign","CHN",690693,1231
"2020-08-07","Foreign","DEU",3056829.21,46376
"2020-08-07","Foreign","FRA",2649699.27,53532
"2020-08-07","Foreign","GBR",1588441.43,22531
"2020-08-07","Foreign","ITA",954042.820000001,15654
"2020-08-07","Foreign","LIE",405701.7,5595
"2020-08-07","Foreign","NLD",1088745.19,20709
"2020-08-07","Foreign","RUS",173717.8,1334
"2020-08-07","Foreign","RoW",3052037.83999999,46756
"2020-08-07","Foreign","USA",700250.930000001,5930
"2020-08-08","Domestic","CHE",200622363,3482540
"2020-08-08","Foreign","AUT",280957.11,4690
"2020-08-08","Foreign","CHN",344657.62,1229
"2020-08-08","Foreign","DEU",3268776.69,52377
"2020-08-08","Foreign","FRA",2611426.04,50390
"2020-08-08","Foreign","GBR",1573418.32,22101
"2020-08-08","Foreign","ITA",1025829.7,17926
"2020-08-08","Foreign","LIE",463876.7,5932
"2020-08-08","Foreign","NLD",1179565.06,21803
"2020-08-08","Foreign","RUS",148064.38,1477
"2020-08-08","Foreign","RoW",2712206.2,47057
"2020-08-08","Foreign","USA",497841.43,6236
"2020-08-09","Domestic","CHE",56050463.46,1320165
"2020-08-09","Foreign","AUT",189530.95,3212
"2020-08-09","Foreign","CHN",186107.2,696
"2020-08-09","Foreign","DEU",2295738.11,35573
"2020-08-09","Foreign","FRA",1738971.06,34761
"2020-08-09","Foreign","GBR",1232441.86,16638
"2020-08-09","Foreign","ITA",799259.670000001,14080
"2020-08-09","Foreign","LIE",80085.09,1628
"2020-08-09","Foreign","NLD",770977.96,14497
"2020-08-09","Foreign","RUS",53540.44,815
"2020-08-09","Foreign","RoW",1818304.43999999,29714
"2020-08-09","Foreign","USA",306445.36,3879
"2020-08-10","Domestic","CHE",152077680.36,3131914
"2020-08-10","Foreign","AUT",264731.2,4733
"2020-08-10","Foreign","CHN",712713.68,1319
"2020-08-10","Foreign","DEU",2673393.31,43340
"2020-08-10","Foreign","FRA",2820358.72,55121
"2020-08-10","Foreign","GBR",1550953.1,21573
"2020-08-10","Foreign","ITA",1074940.39,18110
"2020-08-10","Foreign","LIE",302256.62,4734
"2020-08-10","Foreign","NLD",1001943.3,18531
"2020-08-10","Foreign","RUS",221613.81,1547
"2020-08-10","Foreign","RoW",2924353.69999999,44430
"2020-08-10","Foreign","USA",597171.83,5852
"2020-08-11","Domestic","CHE",148745455.68,3119783
"2020-08-11","Foreign","AUT",256348.77,4641
"2020-08-11","Foreign","CHN",1140604.28,1159
"2020-08-11","Foreign","DEU",2415125.26,40323
"2020-08-11","Foreign","FRA",2648411.48,53873
"2020-08-11","Foreign","GBR",1362771.68,20240
"2020-08-11","Foreign","ITA",1010212.64,17787
"2020-08-11","Foreign","LIE",271608.28,4540
"2020-08-11","Foreign","NLD",871422.24,17102
"2020-08-11","Foreign","RUS",177462.42,1415
"2020-08-11","Foreign","RoW",2762065.05,41964
"2020-08-11","Foreign","USA",636797.970000001,5442
"2020-08-12","Domestic","CHE",149685762.53,3138362
"2020-08-12","Foreign","AUT",272538.33,4495
"2020-08-12","Foreign","CHN",1097497.52,1118
"2020-08-12","Foreign","DEU",2462607.63,40331
"2020-08-12","Foreign","FRA",2569368.3,54837
"2020-08-12","Foreign","GBR",1327337.24,20809
"2020-08-12","Foreign","ITA",1029585.31,18062
"2020-08-12","Foreign","LIE",310068.76,4679
"2020-08-12","Foreign","NLD",882956.95,16259
"2020-08-12","Foreign","RUS",227416.45,1415
"2020-08-12","Foreign","RoW",2771846.76999999,42014
"2020-08-12","Foreign","USA",611439.74,5367
"2020-08-13","Domestic","CHE",163511394.81,3240652
"2020-08-13","Foreign","AUT",302702.33,4717
"2020-08-13","Foreign","CHN",796654.13,1171
"2020-08-13","Foreign","DEU",2792884.83,42620
"2020-08-13","Foreign","FRA",2830574.71,57268
"2020-08-13","Foreign","GBR",1369422.61,20712
"2020-08-13","Foreign","ITA",1145105.85,19826
"2020-08-13","Foreign","LIE",339264.99,4997
"2020-08-13","Foreign","NLD",925701.569999998,17104
"2020-08-13","Foreign","RUS",195183.64,1493
"2020-08-13","Foreign","RoW",2946377.17999999,42539
"2020-08-13","Foreign","USA",721755.78,5698
"2020-08-14","Domestic","CHE",198915338.67,3654713
"2020-08-14","Foreign","AUT",321845.17,5163
"2020-08-14","Foreign","CHN",480923.08,1169
"2020-08-14","Foreign","DEU",3009125.53,46038
"2020-08-14","Foreign","FRA",3093645.54999999,58600
"2020-08-14","Foreign","GBR",1553802.2,22276
"2020-08-14","Foreign","ITA",1175108.58,19869
"2020-08-14","Foreign","LIE",511882.39,6570
"2020-08-14","Foreign","NLD",908092.510000001,16811
"2020-08-14","Foreign","RUS",219729.03,1560
"2020-08-14","Foreign","RoW",3168348.80999998,44667
