"Date","Region","Canton","Amount CHF","Number of transactions"
"2020-02-10","Zurich","ZH",21987909.65,569253
"2020-02-11","9999","9999",36685.82,1238
"2020-02-11","Central","LU",5463427.69,115199
"2020-02-11","Central","NW",530787.81,9584
"2020-02-11","Central","OW",443387.9,7538
"2020-02-11","Central","SZ",1995177.58,34339
"2020-02-11","Central","UR",487859.9,6613
"2020-02-11","Central","ZG",2019440.36,44652
"2020-02-11","Eastern","AI",122213.11,1685
"2020-02-11","Eastern","AR",327095.33,5934
"2020-02-11","Eastern","GL",387781.53,7473
"2020-02-11","Eastern","GR",5922029.69,81469
"2020-02-11","Eastern","SG",5870411.06,115229
"2020-02-11","Eastern","SH",782383.91,17939
"2020-02-11","Eastern","TG",2439004.71,49841
"2020-02-11","Espace Mittelland","BE",13312325.87,297956
"2020-02-11","Espace Mittelland","FR",3332916.95,66560
"2020-02-11","Espace Mittelland","JU",647507.18,12732
"2020-02-11","Espace Mittelland","NE",1967216.59,43778
"2020-02-11","Espace Mittelland","SO",2425454.65,50409
"2020-02-11","Lake Geneva","GE",10021826.55,202780
"2020-02-11","Lake Geneva","VD",11999493.96,252957
"2020-02-11","Lake Geneva","VS",7474102.06,110771
"2020-02-11","Northwestern","AG",7628677.62,152261
"2020-02-11","Northwestern","BL",2653746.35,57113
"2020-02-11","Northwestern","BS",3086071.52,85243
"2020-02-11","Ticino","TI",4311415.21,73536
"2020-02-11","Zurich","ZH",23617700.48,592365
"2020-02-12","9999","9999",34789.26,1285
"2020-02-12","Central","LU",6413271.36,126540
"2020-02-12","Central","NW",633025.99,10543
"2020-02-12","Central","OW",528347.43,8803
"2020-02-12","Central","SZ",2197291.28,36914
"2020-02-12","Central","UR",551918.52,7598
"2020-02-12","Central","ZG",2184149.89,45690
"2020-02-12","Eastern","AI",114106.93,1627
"2020-02-12","Eastern","AR",322846.06,6123
"2020-02-12","Eastern","GL",432184.82,8276
"2020-02-12","Eastern","GR",6463804.2,88749
"2020-02-12","Eastern","SG",6520519.46,123039
"2020-02-12","Eastern","SH",833806.74,18941
"2020-02-12","Eastern","TG",2605270.66,52209
"2020-02-12","Espace Mittelland","BE",13788107.72,303666
"2020-02-12","Espace Mittelland","FR",3589958.7,71372
"2020-02-12","Espace Mittelland","JU",764228.83,14225
"2020-02-12","Espace Mittelland","NE",2216960.98,46818
"2020-02-12","Espace Mittelland","SO",2333879.97,50853
"2020-02-12","Lake Geneva","GE",10309963.2,206680
"2020-02-12","Lake Geneva","VD",13528570.25,271490
"2020-02-12","Lake Geneva","VS",8236735.72,123204
"2020-02-12","Northwestern","AG",7553598.54,154915
"2020-02-12","Northwestern","BL",2896483.13,60426
"2020-02-12","Northwestern","BS",3402885.19,89492
"2020-02-12","Ticino","TI",4539430.99,76970
"2020-02-12","Zurich","ZH",25388310.04,621213
"2020-02-13","9999","9999",34874.05,1282
"2020-02-13","Central","LU",6370082.92,127193
"2020-02-13","Central","NW",590097.68,10368
"2020-02-13","Central","OW",570927.34,9284
"2020-02-13","Central","SZ",2240346.85,37246
"2020-02-13","Central","UR",553742.16,7545
"2020-02-13","Central","ZG",2267942.96,47761
"2020-02-13","Eastern","AI",136799.33,1853
"2020-02-13","Eastern","AR",371271.97,6429
"2020-02-13","Eastern","GL",435815.03,8525
"2020-02-13","Eastern","GR",6832125.03,93991
"2020-02-13","Eastern","SG",6796622.8,125822
"2020-02-13","Eastern","SH",858435.93,19412
"2020-02-13","Eastern","TG",2714703.69,52259
"2020-02-13","Espace Mittelland","BE",14345271.73,310246
"2020-02-13","Espace Mittelland","FR",3697643.5,71680
"2020-02-13","Espace Mittelland","JU",770063.05,14195
"2020-02-13","Espace Mittelland","NE",2259452.79,47146
"2020-02-13","Espace Mittelland","SO",2582182.43,53543
"2020-02-13","Lake Geneva","GE",11522461.06,221067
"2020-02-13","Lake Geneva","VD",13405699.01,267726
"2020-02-13","Lake Geneva","VS",8020523.89,118765
"2020-02-13","Northwestern","AG",7821079.78,156283
"2020-02-13","Northwestern","BL",2917822.84,60438
"2020-02-13","Northwestern","BS",3480862.9,90864
"2020-02-13","Ticino","TI",4754953.44,82232
"2020-02-13","Zurich","ZH",25903460.86,625811
"2020-02-14","9999","9999",49365.19,1368
"2020-02-14","Central","LU",9101175.66,157434
"2020-02-14","Central","NW",850936.8,12830
"2020-02-14","Central","OW",848039.85,12470
"2020-02-14","Central","SZ",3117693.22,47216
"2020-02-14","Central","UR",774232.11,10141
"2020-02-14","Central","ZG",3119364.48,57086
"2020-02-14","Eastern","AI",208837.57,2452
"2020-02-14","Eastern","AR",478441.37,7769
"2020-02-14","Eastern","GL",626692.35,11020
"2020-02-14","Eastern","GR",10272856.97,114469
"2020-02-14","Eastern","SG",8822635.90999999,153759
"2020-02-14","Eastern","SH",1138480.37,23673
"2020-02-14","Eastern","TG",3687338.1,66478
"2020-02-14","Espace Mittelland","BE",20002998.67,378417
"2020-02-14","Espace Mittelland","FR",5338766.35,94560
"2020-02-14","Espace Mittelland","JU",1077197.05,18470
"2020-02-14","Espace Mittelland","NE",3238000.12,60308
"2020-02-14","Espace Mittelland","SO",3465417.99,65083
"2020-02-14","Lake Geneva","GE",14078974.91,251933
"2020-02-14","Lake Geneva","VD",19095889.8,347964
"2020-02-14","Lake Geneva","VS",12355403.91,161425
"2020-02-14","Northwestern","AG",10583369.25,194517
"2020-02-14","Northwestern","BL",4111537.7,76434
"2020-02-14","Northwestern","BS",4672162.68,106281
"2020-02-14","Ticino","TI",5872601.14,95707
"2020-02-14","Zurich","ZH",34031878.48,730175
"2020-02-15","9999","9999",41017.23,958
"2020-02-15","Central","LU",9128715.94000001,144190
"2020-02-15","Central","NW",967373.44,14034
"2020-02-15","Central","OW",1289311.71,17513
"2020-02-15","Central","SZ",3721155.93,52927
"2020-02-15","Central","UR",894779.98,11381
"2020-02-15","Central","ZG",3202693.34,51108
"2020-02-15","Eastern","AI",228888.94,2846
"2020-02-15","Eastern","AR",514328.25,7914
"2020-02-15","Eastern","GL",801859.96,13510
"2020-02-15","Eastern","GR",14833859.74,143179
"2020-02-15","Eastern","SG",10806204.93,158657
"2020-02-15","Eastern","SH",1268592.35,23403
"2020-02-15","Eastern","TG",4286730.11,69896
"2020-02-15","Espace Mittelland","BE",22611173.37,360116
"2020-02-15","Espace Mittelland","FR",4944338.3,83201
"2020-02-15","Espace Mittelland","JU",1035537.95,16090
"2020-02-15","Espace Mittelland","NE",3447444.51,57528
"2020-02-15","Espace Mittelland","SO",4184062.69,70745
"2020-02-15","Lake Geneva","GE",13512235.19,202767
"2020-02-15","Lake Geneva","VD",19548017.47,312755
"2020-02-15","Lake Geneva","VS",16105761.74,175258
"2020-02-15","Northwestern","AG",13379900.81,207427
"2020-02-15","Northwestern","BL",4846453.15,75663
"2020-02-15","Northwestern","BS",5067253.89,99815
"2020-02-15","Ticino","TI",6136281.49,90506
"2020-02-15","Zurich","ZH",37886470.77,659358
"2020-02-16","9999","9999",32677.39,912
"2020-02-16","Central","LU",1707328.25,41780
"2020-02-16","Central","NW",266395.76,3631
"2020-02-16","Central","OW",749710.25,9072
"2020-02-16","Central","SZ",926697.32,15906
"2020-02-16","Central","UR",512230.22,5261
"2020-02-16","Central","ZG",448037.67,12716
"2020-02-16","Eastern","AI",43570.64,608
"2020-02-16","Eastern","AR",153148.48,2349
"2020-02-16","Eastern","GL",250676.82,4854
"2020-02-16","Eastern","GR",9415964.35999999,84458
"2020-02-16","Eastern","SG",1985409.9,40005
"2020-02-16","Eastern","SH",258322.27,6847
"2020-02-16","Eastern","TG",599794.09,13708
"2020-02-16","Espace Mittelland","BE",6266934.45999999,121962
"2020-02-16","Espace Mittelland","FR",1175313.36,28257
"2020-02-16","Espace Mittelland","JU",186256.42,3844
"2020-02-16","Espace Mittelland","NE",537289.98,12125
"2020-02-16","Espace Mittelland","SO",643935.15,17098
"2020-02-16","Lake Geneva","GE",3278933.63,77680
"2020-02-16","Lake Geneva","VD",4264113.07,89769
"2020-02-16","Lake Geneva","VS",9386004.44999999,96818
"2020-02-16","Northwestern","AG",2033092.56,50970
"2020-02-16","Northwestern","BL",706429.66,19219
"2020-02-16","Northwestern","BS",1103588.57,35671
"2020-02-16","Ticino","TI",2014292.57,31752
"2020-02-16","Zurich","ZH",7861867.24,225722
"2020-02-17","9999","9999",33512.26,1167
"2020-02-17","Central","LU",5504612.84,108399
"2020-02-17","Central","NW",559365.07,9683
"2020-02-17","Central","OW",605442.89,9479
"2020-02-17","Central","SZ",2024011.58,34859
"2020-02-17","Central","UR",516535.07,7277
"2020-02-17","Central","ZG",2089020.95,48571
"2020-02-17","Eastern","AI",104775.55,1639
"2020-02-17","Eastern","AR",296540.8,5975
"2020-02-17","Eastern","GL",400509.65,7927
"2020-02-17","Eastern","GR",7785790.28000001,97893
"2020-02-17","Eastern","SG",5758622.44999999,116653
"2020-02-17","Eastern","SH",699861.13,17467
"2020-02-17","Eastern","TG",2293818.28,48938
"2020-02-17","Espace Mittelland","BE",13042362.09,292476
"2020-02-17","Espace Mittelland","FR",3260918.97,68447
"2020-02-17","Espace Mittelland","JU",576799.55,11604
"2020-02-17","Espace Mittelland","NE",1823190.05,42608
"2020-02-17","Espace Mittelland","SO",2195658.53,51227
"2020-02-17","Lake Geneva","GE",9771644.86,216693
"2020-02-17","Lake Geneva","VD",11664671.66,239049
"2020-02-17","Lake Geneva","VS",9213835.84999999,132164
"2020-02-17","Northwestern","AG",7074200.08,149188
"2020-02-17","Northwestern","BL",2621390.65,57596
"2020-02-17","Northwestern","BS",3047063.89,85477
"2020-02-17","Ticino","TI",4101461.04,73136
"2020-02-17","Zurich","ZH",22770978.27,610030
"2020-02-18","9999","9999",31618.88,1162
"2020-02-18","Central","LU",5444818.28,109625
"2020-02-18","Central","NW",543439.27,9496
"2020-02-18","Central","OW",593754.2,9766
"2020-02-18","Central","SZ",2063624.73,35915
"2020-02-18","Central","UR",543845.45,7533
"2020-02-18","Central","ZG",2191568.52,49918
"2020-02-18","Eastern","AI",117727.79,1769
"2020-02-18","Eastern","AR",338367.09,6057
"2020-02-18","Eastern","GL",406318.49,8010
"2020-02-18","Eastern","GR",6712536.1,91813
"2020-02-18","Eastern","SG",6032161.57999999,120204
"2020-02-18","Eastern","SH",776175.99,18589
"2020-02-18","Eastern","TG",2423135.12,49863
"2020-02-18","Espace Mittelland","BE",12787832.15,296539
"2020-02-18","Espace Mittelland","FR",3268384.43,67925
"2020-02-18","Espace Mittelland","JU",575103.62,11732
"2020-02-18","Espace Mittelland","NE",2077776.68,43914
"2020-02-18","Espace Mittelland","SO",2333797.33,52900
"2020-02-18","Lake Geneva","GE",9853198.21,219779
"2020-02-18","Lake Geneva","VD",11590902.92,241409
"2020-02-18","Lake Geneva","VS",8430200.09,130318
"2020-02-18","Northwestern","AG",7364593.14,152541
"2020-02-18","Northwestern","BL",2683048.68,59124
"2020-02-18","Northwestern","BS",3244143.42,90363
"2020-02-18","Ticino","TI",3968572.66,72524
"2020-02-18","Zurich","ZH",23597730.13,626302
"2020-02-19","9999","9999",32773.77,1179
"2020-02-19","Central","LU",6288317.33,120510
"2020-02-19","Central","NW",602273.42,10278
"2020-02-19","Central","OW",576578.99,8824
"2020-02-19","Central","SZ",2170165.09,36571
"2020-02-19","Central","UR",563493.1,7617
"2020-02-19","Central","ZG",2352597.35,51848
"2020-02-19","Eastern","AI",124166.5,1787
"2020-02-19","Eastern","AR",340823.69,6036
"2020-02-19","Eastern","GL",428242.31,8144
"2020-02-19","Eastern","GR",6932954.81,92677
"2020-02-19","Eastern","SG",6368861.27,124737
"2020-02-19","Eastern","SH",826273.68,18674
"2020-02-19","Eastern","TG",2563041.85,51238
"2020-02-19","Espace Mittelland","BE",13579109.35,300230
"2020-02-19","Espace Mittelland","FR",3493570.18,70911
"2020-02-19","Espace Mittelland","JU",592763.5,11978
"2020-02-19","Espace Mittelland","NE",2117649.29,45006
"2020-02-19","Espace Mittelland","SO",2429090.48,54837
"2020-02-19","Lake Geneva","GE",10424656.86,221310
"2020-02-19","Lake Geneva","VD",11860655.5,236989
"2020-02-19","Lake Geneva","VS",8929931.85,132760
"2020-02-19","Northwestern","AG",7640506.03,157248
"2020-02-19","Northwestern","BL",2898507.1,60789
"2020-02-19","Northwestern","BS",3259046.09,89750
"2020-02-19","Ticino","TI",4478741.01,75918
"2020-02-19","Zurich","ZH",24245913.83,628098
"2020-02-20","9999","9999",33700.88,1246
"2020-02-20","Central","LU",4298324.7,98240
"2020-02-20","Central","NW",425874.19,7862
"2020-02-20","Central","OW",584717.77,9599
"2020-02-20","Central","SZ",2016969.24,34096
"2020-02-20","Central","UR",534844.27,7101
"2020-02-20","Central","ZG",2135931.66,49711
"2020-02-20","Eastern","AI",115339.15,1774
"2020-02-20","Eastern","AR",342684.02,6192
"2020-02-20","Eastern","GL",444164.22,8557
"2020-02-20","Eastern","GR",7735448.29,95901
"2020-02-20","Eastern","SG",6397661.34,123283
"2020-02-20","Eastern","SH",854946.9,18720
"2020-02-20","Eastern","TG",2585163.49,51604
"2020-02-20","Espace Mittelland","BE",14303951.09,310023
"2020-02-20","Espace Mittelland","FR",3445594.23,69772
"2020-02-20","Espace Mittelland","JU",664142.96,12656
"2020-02-20","Espace Mittelland","NE",2266457.71,47376
"2020-02-20","Espace Mittelland","SO",2463833.1,54082
"2020-02-20","Lake Geneva","GE",11572962.46,236721
"2020-02-20","Lake Geneva","VD",12133589.89,241165
"2020-02-20","Lake Geneva","VS",9325104.78,135906
"2020-02-20","Northwestern","AG",7536376.9,155411
"2020-02-20","Northwestern","BL",2867157.38,60380
"2020-02-20","Northwestern","BS",3445386.54,92317
"2020-02-20","Ticino","TI",4598301.8,80175
"2020-02-20","Zurich","ZH",25056994.48,646877
"2020-02-21","9999","9999",42034.41,1209
"2020-02-21","Central","LU",7231810.52999999,127281
"2020-02-21","Central","NW",735533.09,11206
"2020-02-21","Central","OW",889871.99,11652
"2020-02-21","Central","SZ",2897658.27,43248
"2020-02-21","Central","UR",781881.820000001,8933
"2020-02-21","Central","ZG",3120270.83,58512
"2020-02-21","Eastern","AI",184833.25,2387
"2020-02-21","Eastern","AR",493645.17,7368
"2020-02-21","Eastern","GL",588066.71,10174
"2020-02-21","Eastern","GR",11906465.25,114865
"2020-02-21","Eastern","SG",8220238.46000001,142282
"2020-02-21","Eastern","SH",1033071.13,21543
"2020-02-21","Eastern","TG",3409578.6,60120
"2020-02-21","Espace Mittelland","BE",19247521.44,355634
"2020-02-21","Espace Mittelland","FR",4713797.49,84190
"2020-02-21","Espace Mittelland","JU",841130.23,14837
"2020-02-21","Espace Mittelland","NE",2708895.93,52317
"2020-02-21","Espace Mittelland","SO",3283888.27,63581
"2020-02-21","Lake Geneva","GE",12689563.62,249706
"2020-02-21","Lake Geneva","VD",15577212.82,283295
"2020-02-21","Lake Geneva","VS",12524808.05,157779
"2020-02-21","Northwestern","AG",10009546.9,182114
"2020-02-21","Northwestern","BL",3923142.48,72176
"2020-02-21","Northwestern","BS",4152009.04,98922
"2020-02-21","Ticino","TI",5090481.44,85394
"2020-02-21","Zurich","ZH",31319363.35,709172
"2020-02-22","9999","9999",35061.91,847
"2020-02-22","Central","LU",7364024.53,122385
"2020-02-22","Central","NW",815327.79,11620
"2020-02-22","Central","OW",1202318.47,15430
"2020-02-22","Central","SZ",3461730.73,49254
"2020-02-22","Central","UR",833948.99,10887
"2020-02-22","Central","ZG",3155084.05,52225
"2020-02-22","Eastern","AI",166007.22,2376
"2020-02-22","Eastern","AR",501859.28,7752
"2020-02-22","Eastern","GL",754004.05,12538
"2020-02-22","Eastern","GR",14920078.93,134231
"2020-02-22","Eastern","SG",10112432.94,150657
"2020-02-22","Eastern","SH",1238578.08,23395
"2020-02-22","Eastern","TG",4265317.86,68774
"2020-02-22","Espace Mittelland","BE",22339319.26,356044
"2020-02-22","Espace Mittelland","FR",4753224.5,79671
"2020-02-22","Espace Mittelland","JU",956082.640000001,15671
"2020-02-22","Espace Mittelland","NE",3253200.24,54781
"2020-02-22","Espace Mittelland","SO",3977246.15,69417
"2020-02-22","Lake Geneva","GE",14064709.68,222474
"2020-02-22","Lake Geneva","VD",18918834.16,303535
"2020-02-22","Lake Geneva","VS",16047678.43,168696
"2020-02-22","Northwestern","AG",13296770.2,205268
"2020-02-22","Northwestern","BL",4574112.35,71420
"2020-02-22","Northwestern","BS",4807689,92201
"2020-02-22","Ticino","TI",5897969.27,87643
"2020-02-22","Zurich","ZH",39495257.62,685655
"2020-02-23","9999","9999",33605.44,901
"2020-02-23","Central","LU",1523033.42,37675
"2020-02-23","Central","NW",220330.32,3181
"2020-02-23","Central","OW",744493.48,7578
"2020-02-23","Central","SZ",825926.9,13192
"2020-02-23","Central","UR",634701.22,5214
"2020-02-23","Central","ZG",472828.58,12750
"2020-02-23","Eastern","AI",27687.06,426
"2020-02-23","Eastern","AR",140020.33,2020
"2020-02-23","Eastern","GL",200287.81,4178
"2020-02-23","Eastern","GR",9709152.63,75614
"2020-02-23","Eastern","SG",1797537.65,36681
"2020-02-23","Eastern","SH",246198.33,6702
"2020-02-23","Eastern","TG",593352,12968
"2020-02-23","Espace Mittelland","BE",6324085.52,117264
"2020-02-23","Espace Mittelland","FR",1094636.42,26281
"2020-02-23","Espace Mittelland","JU",159246.98,3519
"2020-02-23","Espace Mittelland","NE",480423.37,11296
"2020-02-23","Espace Mittelland","SO",607752.43,15960
"2020-02-23","Lake Geneva","GE",3576663.59,80650
"2020-02-23","Lake Geneva","VD",4222225.79,90974
"2020-02-23","Lake Geneva","VS",9570297.37,90890
"2020-02-23","Northwestern","AG",1871105.53,47427
"2020-02-23","Northwestern","BL",607510.11,16826
"2020-02-23","Northwestern","BS",1026469.19,33538
"2020-02-23","Ticino","TI",1975696.26,31698
"2020-02-23","Zurich","ZH",8116615.66,228445
"2020-02-24","9999","9999",28762.16,1082
"2020-02-24","Central","LU",4695724.72,103024
"2020-02-24","Central","NW",520118.9,9022
"2020-02-24","Central","OW",679069.55,10551
"2020-02-24","Central","SZ",1953623.67,32822
"2020-02-24","Central","UR",523989.38,7165
"2020-02-24","Central","ZG",2108153.48,47130
"2020-02-24","Eastern","AI",104104.24,1608
"2020-02-24","Eastern","AR",319987.88,6101
"2020-02-24","Eastern","GL",405124.59,7648
"2020-02-24","Eastern","GR",8117829.52,94551
"2020-02-24","Eastern","SG",6140963.06,119599
"2020-02-24","Eastern","SH",763462.61,18254
"2020-02-24","Eastern","TG",2462729.08,50179
"2020-02-24","Espace Mittelland","BE",13733794.11,306552
"2020-02-24","Espace Mittelland","FR",3193643.07,64293
"2020-02-24","Espace Mittelland","JU",640150.49,12642
"2020-02-24","Espace Mittelland","NE",1869677.86,41430
"2020-02-24","Espace Mittelland","SO",2319060.87,51521
"2020-02-24","Lake Geneva","GE",10333861.52,227388
"2020-02-24","Lake Geneva","VD",12631366.44,263046
"2020-02-24","Lake Geneva","VS",8876727.25999999,125376
"2020-02-24","Northwestern","AG",7237919.26,151422
"2020-02-24","Northwestern","BL",2673627.41,54985
"2020-02-24","Northwestern","BS",3023598.91,84719
"2020-02-24","Ticino","TI",4694509.5,76982
"2020-02-24","Zurich","ZH",25455248.98,674422
"2020-02-25","9999","9999",35747.48,1219
"2020-02-25","Central","LU",5913785.90999999,111094
"2020-02-25","Central","NW",639390.05,9724
"2020-02-25","Central","OW",584027.32,8780
"2020-02-25","Central","SZ",2259460.88,35102
"2020-02-25","Central","UR",606833.98,7483
"2020-02-25","Central","ZG",2547468.37,51197
"2020-02-25","Eastern","AI",132595.13,1791
"2020-02-25","Eastern","AR",431254.97,7041
"2020-02-25","Eastern","GL",495216.92,8794
"2020-02-25","Eastern","GR",7828450.12,92641
"2020-02-25","Eastern","SG",7419844.31000001,134719
"2020-02-25","Eastern","SH",850507.57,19539
"2020-02-25","Eastern","TG",3183975.76,57158
"2020-02-25","Espace Mittelland","BE",15217514.97,324448
"2020-02-25","Espace Mittelland","FR",3714105.89,69580
"2020-02-25","Espace Mittelland","JU",731825.92,13739
"2020-02-25","Espace Mittelland","NE",2253394.79,44576
"2020-02-25","Espace Mittelland","SO",2763335.14,57051
"2020-02-25","Lake Geneva","GE",11043250.38,228672
"2020-02-25","Lake Geneva","VD",14002042.51,279212
"2020-02-25","Lake Geneva","VS",8842077.86,125213
"2020-02-25","Northwestern","AG",8911293.70999999,168734
"2020-02-25","Northwestern","BL",3139291.68,59222
"2020-02-25","Northwestern","BS",3416947.38,87771
"2020-02-25","Ticino","TI",6299073.55,74031
"2020-02-25","Zurich","ZH",28543331.28,701328
"2020-02-26","9999","9999",36423.6,1295
"2020-02-26","Central","LU",7328411.71,122740
"2020-02-26","Central","NW",712098.46,10620
"2020-02-26","Central","OW",687378.48,9495
"2020-02-26","Central","SZ",2584434.08,37637
"2020-02-26","Central","UR",536944.4,7302
"2020-02-26","Central","ZG",2855640.1,54265
"2020-02-26","Eastern","AI",123110.64,1610
"2020-02-26","Eastern","AR",398103.29,6543
"2020-02-26","Eastern","GL",511636.19,8851
"2020-02-26","Eastern","GR",7270626,87345
"2020-02-26","Eastern","SG",7623637.34,135649
"2020-02-26","Eastern","SH",955138.75,20406
"2020-02-26","Eastern","TG",3230454,58474
"2020-02-26","Espace Mittelland","BE",15687682.48,327200
"2020-02-26","Espace Mittelland","FR",3680771.05,68419
"2020-02-26","Espace Mittelland","JU",769519.12,13684
"2020-02-26","Espace Mittelland","NE",2196414.41,43423
"2020-02-26","Espace Mittelland","SO",3066109.54,60015
"2020-02-26","Lake Geneva","GE",12020702.64,234985
"2020-02-26","Lake Geneva","VD",14166699.58,277443
"2020-02-26","Lake Geneva","VS",8297985.81,114987
"2020-02-26","Northwestern","AG",9614782.12,176981
"2020-02-26","Northwestern","BL",3362232.58,60747
"2020-02-26","Northwestern","BS",3491482.04,88463
"2020-02-26","Ticino","TI",4916913.34,69670
"2020-02-26","Zurich","ZH",29739249.83,711507
"2020-02-27","9999","9999",35426.59,1273
"2020-02-27","Central","LU",7176588.07,127389
"2020-02-27","Central","NW",730193.63,10465
"2020-02-27","Central","OW",699399.29,9996
"2020-02-27","Central","SZ",2540638.86,38131
"2020-02-27","Central","UR",566903.16,7295
"2020-02-27","Central","ZG",2833253.34,55515
"2020-02-27","Eastern","AI",137998.02,1768
"2020-02-27","Eastern","AR",426225.69,6954
"2020-02-27","Eastern","GL",519261.5,9368
"2020-02-27","Eastern","GR",7981958.29,90824
"2020-02-27","Eastern","SG",8083419.06,139383
"2020-02-27","Eastern","SH",901203.439999999,19833
"2020-02-27","Eastern","TG",3266798.04,57860
"2020-02-27","Espace Mittelland","BE",16417728.87,333336
"2020-02-27","Espace Mittelland","FR",3988927.13,71708
"2020-02-27","Espace Mittelland","JU",796378.42,14372
"2020-02-27","Espace Mittelland","NE",2241613.28,44181
"2020-02-27","Espace Mittelland","SO",3186060.49,61836
"2020-02-27","Lake Geneva","GE",13021751.31,245738
"2020-02-27","Lake Geneva","VD",14097026.39,276503
"2020-02-27","Lake Geneva","VS",8732245.73000001,116217
"2020-02-27","Northwestern","AG",9639563.39,175873
"2020-02-27","Northwestern","BL",3400522.48,61146
"2020-02-27","Northwestern","BS",3721826.33,91741
"2020-02-27","Ticino","TI",5396456.45,73980
"2020-02-27","Zurich","ZH",29905285.54,714761
"2020-02-28","9999","9999",45666.17,1415
"2020-02-28","Central","LU",9299138.20999999,151295
"2020-02-28","Central","NW",888268.75,12749
"2020-02-28","Central","OW",1104724.86,13950
"2020-02-28","Central","SZ",3493406.16,47500
"2020-02-28","Central","UR",818125.98,9520
"2020-02-28","Central","ZG",3772221.74,65041
"2020-02-28","Eastern","AI",218841.53,2534
"2020-02-28","Eastern","AR",620091.51,8716
"2020-02-28","Eastern","GL",730205.96,12038
"2020-02-28","Eastern","GR",11532095.56,111155
"2020-02-28","Eastern","SG",10279324.38,164346
"2020-02-28","Eastern","SH",1301090.5,24608
"2020-02-28","Eastern","TG",4359296.32,70684
"2020-02-28","Espace Mittelland","BE",22705477.61,399626
"2020-02-28","Espace Mittelland","FR",5485935.82,89262
"2020-02-28","Espace Mittelland","JU",1134310.61,18312
"2020-02-28","Espace Mittelland","NE",2979091.16,52741
"2020-02-28","Espace Mittelland","SO",4239441.13,73672
"2020-02-28","Lake Geneva","GE",15043110.01,267314
"2020-02-28","Lake Geneva","VD",19725610.69,342047
"2020-02-28","Lake Geneva","VS",12846499.02,156304
"2020-02-28","Northwestern","AG",12533402.32,209059
"2020-02-28","Northwestern","BL",4793977.8,76273
"2020-02-28","Northwestern","BS",4452672.26,97886
"2020-02-28","Ticino","TI",6051090.2,77581
"2020-02-28","Zurich","ZH",39006899.26,814575
"2020-02-29","9999","9999",40971.23,930
"2020-02-29","Central","LU",10446304.6,152950
"2020-02-29","Central","NW",1125620.27,14755
"2020-02-29","Central","OW",1235906.06,15653
"2020-02-29","Central","SZ",4166245.2,55612
"2020-02-29","Central","UR",914012.06,9858
"2020-02-29","Central","ZG",4106379.54,59464
"2020-02-29","Eastern","AI",249642.85,2915
"2020-02-29","Eastern","AR",614047.36,8492
"2020-02-29","Eastern","GL",819222.91,13122
"2020-02-29","Eastern","GR",13265520.66,126287
"2020-02-29","Eastern","SG",12756625.79,174515
"2020-02-29","Eastern","SH",1497326.47,25675
"2020-02-29","Eastern","TG",5325170.7,79718
"2020-02-29","Espace Mittelland","BE",24920696.55,384734
"2020-02-29","Espace Mittelland","FR",5812995.82,89149
"2020-02-29","Espace Mittelland","JU",1318809.74,18941
"2020-02-29","Espace Mittelland","NE",3693640.98,58491
"2020-02-29","Espace Mittelland","SO",4954953.95,78982
"2020-02-29","Lake Geneva","GE",16195909.87,238005
"2020-02-29","Lake Geneva","VD",23516794.32,352148
"2020-02-29","Lake Geneva","VS",14185668.81,165080
"2020-02-29","Northwestern","AG",16054837.83,233914
"2020-02-29","Northwestern","BL",5303816.73,75744
"2020-02-29","Northwestern","BS",4533320.03,85105
"2020-02-29","Ticino","TI",5970745.21,86689
"2020-02-29","Zurich","ZH",46741896.42,760180
"2020-03-01","9999","9999",35419.89,956
"2020-03-01","Central","LU",1711448.43,44174
"2020-03-01","Central","NW",235250.8,3883
"2020-03-01","Central","OW",654159.14,8194
"2020-03-01","Central","SZ",1053157.11,17039
"2020-03-01","Central","UR",462855.89,4812
"2020-03-01","Central","ZG",515649.69,13941
"2020-03-01","Eastern","AI",39980.2,672
"2020-03-01","Eastern","AR",156340.85,2389
"2020-03-01","Eastern","GL",216193.75,4699
"2020-03-01","Eastern","GR",7380003.9,63766
"2020-03-01","Eastern","SG",1943142.83,42466
"2020-03-01","Eastern","SH",276289.67,7612
"2020-03-01","Eastern","TG",664818.76,15544
"2020-03-01","Espace Mittelland","BE",5494848.59,116598
"2020-03-01","Espace Mittelland","FR",1215464.91,28857
"2020-03-01","Espace Mittelland","JU",193204.01,3934
"2020-03-01","Espace Mittelland","NE",527313.88,12509
"2020-03-01","Espace Mittelland","SO",669242.99,17523
"2020-03-01","Lake Geneva","GE",3497971.75,78622
"2020-03-01","Lake Geneva","VD",4039015.01,91250
"2020-03-01","Lake Geneva","VS",6151942.55,75136
"2020-03-01","Northwestern","AG",2081827.78,53088
"2020-03-01","Northwestern","BL",637894.919999999,18625
"2020-03-01","Northwestern","BS",1039091.71,32709
"2020-03-01","Ticino","TI",1584089.34,26174
"2020-03-01","Zurich","ZH",8235406.67,237950
"2020-03-02","9999","9999",32299.35,1218
"2020-03-02","Central","LU",5856504.49,120495
"2020-03-02","Central","NW",532412.33,9874
"2020-03-02","Central","OW",489787.13,8007
"2020-03-02","Central","SZ",2157925.48,35781
"2020-03-02","Central","UR",468618.54,6731
"2020-03-02","Central","ZG",2237465.73,50811
"2020-03-02","Eastern","AI",105302.6,1581
