"Date","Region","Canton","Amount CHF","Number of transactions"
"2020-09-10","Northwestern","BL",3688102.32,79333
"2020-09-10","Northwestern","BS",3726301.3,98151
"2020-09-10","Ticino","TI",7187563.61000001,106644
"2020-09-10","Zurich","ZH",28745868.73,726887
"2020-09-11","9999","9999",37491.72,1466
"2020-09-11","Central","LU",10032125.25,192789
"2020-09-11","Central","NW",1058974.07,17365
"2020-09-11","Central","OW",692770.87,12006
"2020-09-11","Central","SZ",3732313.55,59754
"2020-09-11","Central","UR",847187.610000001,14229
"2020-09-11","Central","ZG",3742308.76,72531
"2020-09-11","Eastern","AI",336388.71,4704
"2020-09-11","Eastern","AR",622618.78,10682
"2020-09-11","Eastern","GL",697222.27,13399
"2020-09-11","Eastern","GR",6056649.74,92739
"2020-09-11","Eastern","SG",10424803.16,189604
"2020-09-11","Eastern","SH",1357332.83,30415
"2020-09-11","Eastern","TG",4624558.40000001,86551
"2020-09-11","Espace Mittelland","BE",21578414.14,453132
"2020-09-11","Espace Mittelland","FR",5760041.23,105447
"2020-09-11","Espace Mittelland","JU",1206512.75,20509
"2020-09-11","Espace Mittelland","NE",3308352.54,60733
"2020-09-11","Espace Mittelland","SO",4040637.48,81143
"2020-09-11","Lake Geneva","GE",12629258.84,209526
"2020-09-11","Lake Geneva","VD",18855732.36,343008
"2020-09-11","Lake Geneva","VS",8917788.50999999,139467
"2020-09-11","Northwestern","AG",12562088.65,243903
"2020-09-11","Northwestern","BL",4712496.03,89959
"2020-09-11","Northwestern","BS",4200846.39,106906
"2020-09-11","Ticino","TI",8003005.09,116167
"2020-09-11","Zurich","ZH",35392260.2,806010
"2020-09-12","9999","9999",42354.85,1278
"2020-09-12","Central","LU",11394599.47,194734
"2020-09-12","Central","NW",1262614.31,19376
"2020-09-12","Central","OW",809309.82,14239
"2020-09-12","Central","SZ",4212219.49,66462
"2020-09-12","Central","UR",853667.49,15324
"2020-09-12","Central","ZG",3840805.15,66374
"2020-09-12","Eastern","AI",416218.54,6113
"2020-09-12","Eastern","AR",692036.25,11148
"2020-09-12","Eastern","GL",789628.54,15218
"2020-09-12","Eastern","GR",7047034.96999999,103220
"2020-09-12","Eastern","SG",11993134.65,195447
"2020-09-12","Eastern","SH",1546308.99,31803
"2020-09-12","Eastern","TG",5295320.26,92488
"2020-09-12","Espace Mittelland","BE",23191668.07,438732
"2020-09-12","Espace Mittelland","FR",5735632.32,100256
"2020-09-12","Espace Mittelland","JU",1220719.54,19929
"2020-09-12","Espace Mittelland","NE",3735591.35,62689
"2020-09-12","Espace Mittelland","SO",4605847.15,84534
"2020-09-12","Lake Geneva","GE",12572356.83,186940
"2020-09-12","Lake Geneva","VD",21228469.69,347755
"2020-09-12","Lake Geneva","VS",9283796.6,139130
"2020-09-12","Northwestern","AG",15457742.74,260213
"2020-09-12","Northwestern","BL",5361267.59,89539
"2020-09-12","Northwestern","BS",5301588.89,105699
"2020-09-12","Ticino","TI",8841622.30000001,123796
"2020-09-12","Zurich","ZH",41365123.56,775500
"2020-09-13","9999","9999",37870.08,1316
"2020-09-13","Central","LU",2567278.93,65461
"2020-09-13","Central","NW",579096.24,8912
"2020-09-13","Central","OW",503143.9,9210
"2020-09-13","Central","SZ",1316580.71,25852
"2020-09-13","Central","UR",514712.03,9187
"2020-09-13","Central","ZG",689486.55,19248
"2020-09-13","Eastern","AI",194302.12,3228
"2020-09-13","Eastern","AR",269376.49,4623
"2020-09-13","Eastern","GL",294182.77,7945
"2020-09-13","Eastern","GR",3653088.44,51734
"2020-09-13","Eastern","SG",2314722.3,58122
"2020-09-13","Eastern","SH",425561.82,11818
"2020-09-13","Eastern","TG",1093537.84,24853
"2020-09-13","Espace Mittelland","BE",6221362.51999999,169329
"2020-09-13","Espace Mittelland","FR",1568084.56,38605
"2020-09-13","Espace Mittelland","JU",275763.75,5790
"2020-09-13","Espace Mittelland","NE",775898.82,16706
"2020-09-13","Espace Mittelland","SO",930316.01,26212
"2020-09-13","Lake Geneva","GE",2067479.71,53445
"2020-09-13","Lake Geneva","VD",4403912.34,108343
"2020-09-13","Lake Geneva","VS",3536213,62546
"2020-09-13","Northwestern","AG",2535334.74,71514
"2020-09-13","Northwestern","BL",857813.59,25701
"2020-09-13","Northwestern","BS",1076876.78,36691
"2020-09-13","Ticino","TI",3553941.33,51623
"2020-09-13","Zurich","ZH",8212784.90999999,256317
"2020-09-14","9999","9999",32661.53,1326
"2020-09-14","Central","LU",6593955.1,152992
"2020-09-14","Central","NW",743403.36,14584
"2020-09-14","Central","OW",544529.52,10661
"2020-09-14","Central","SZ",2536918.42,48788
"2020-09-14","Central","UR",564128.15,11364
"2020-09-14","Central","ZG",2467763.04,58966
"2020-09-14","Eastern","AI",195885.11,3592
"2020-09-14","Eastern","AR",431428.29,8910
"2020-09-14","Eastern","GL",471181.45,11197
"2020-09-14","Eastern","GR",4435042.09,81539
"2020-09-14","Eastern","SG",7285733.93,157154
"2020-09-14","Eastern","SH",1003804.41,25551
"2020-09-14","Eastern","TG",3198018.66,71952
"2020-09-14","Espace Mittelland","BE",14544246.21,377604
"2020-09-14","Espace Mittelland","FR",3892260.23,84767
"2020-09-14","Espace Mittelland","JU",741377.750000001,15633
"2020-09-14","Espace Mittelland","NE",2201687.15,48853
"2020-09-14","Espace Mittelland","SO",2707886.33,67261
"2020-09-14","Lake Geneva","GE",9555992.22999999,201812
"2020-09-14","Lake Geneva","VD",13294073.03,282332
"2020-09-14","Lake Geneva","VS",6022912.97,110626
"2020-09-14","Northwestern","AG",8847358.18999999,202380
"2020-09-14","Northwestern","BL",3344872.35,76233
"2020-09-14","Northwestern","BS",3153256.76,93632
"2020-09-14","Ticino","TI",6129478.53,100074
"2020-09-14","Zurich","ZH",25492681.27,681421
"2020-09-15","9999","9999",31148.58,1214
"2020-09-15","Central","LU",6551620.14999999,149405
"2020-09-15","Central","NW",717562,14186
"2020-09-15","Central","OW",529607.48,10057
"2020-09-15","Central","SZ",2555395.35,47645
"2020-09-15","Central","UR",524450.74,10290
"2020-09-15","Central","ZG",2459408,58296
"2020-09-15","Eastern","AI",226761.1,3582
"2020-09-15","Eastern","AR",450334.65,8489
"2020-09-15","Eastern","GL",465596.11,10188
"2020-09-15","Eastern","GR",4083985.04,74638
"2020-09-15","Eastern","SG",7010656.47,150639
"2020-09-15","Eastern","SH",987446.63,25188
"2020-09-15","Eastern","TG",3121072.25,69178
"2020-09-15","Espace Mittelland","BE",14434604.01,376054
"2020-09-15","Espace Mittelland","FR",3807659.19,83417
"2020-09-15","Espace Mittelland","JU",793872.62,15769
"2020-09-15","Espace Mittelland","NE",2307772.98,50258
"2020-09-15","Espace Mittelland","SO",2714351.82,66825
"2020-09-15","Lake Geneva","GE",9744333.09999999,201498
"2020-09-15","Lake Geneva","VD",13090416.13,279543
"2020-09-15","Lake Geneva","VS",5946412.79999999,107797
"2020-09-15","Northwestern","AG",8567732.96,196399
"2020-09-15","Northwestern","BL",3294593.37,74397
"2020-09-15","Northwestern","BS",3139590.52,93312
"2020-09-15","Ticino","TI",5826784.45000001,95865
"2020-09-15","Zurich","ZH",25491335.36,703099
"2020-09-16","9999","9999",35678.26,1376
"2020-09-16","Central","LU",6958340.54,155664
"2020-09-16","Central","NW",839151.93,14620
"2020-09-16","Central","OW",525835.13,9825
"2020-09-16","Central","SZ",2634577.68,48730
"2020-09-16","Central","UR",553193.12,10690
"2020-09-16","Central","ZG",2616270.64,60728
"2020-09-16","Eastern","AI",227255.37,3522
"2020-09-16","Eastern","AR",460694.37,8884
"2020-09-16","Eastern","GL",507589.04,10921
"2020-09-16","Eastern","GR",4324032.92,76953
"2020-09-16","Eastern","SG",7596359.32,159781
"2020-09-16","Eastern","SH",1030831.13,25544
"2020-09-16","Eastern","TG",3328754.17,71895
"2020-09-16","Espace Mittelland","BE",15490928.73,383115
"2020-09-16","Espace Mittelland","FR",4052883.05,85729
"2020-09-16","Espace Mittelland","JU",846264.52,16274
"2020-09-16","Espace Mittelland","NE",2430075.87,50595
"2020-09-16","Espace Mittelland","SO",2945586.21,69085
"2020-09-16","Lake Geneva","GE",10124732.24,204355
"2020-09-16","Lake Geneva","VD",14103357.34,289150
"2020-09-16","Lake Geneva","VS",6329414.15,111965
"2020-09-16","Northwestern","AG",9189161.8,202456
"2020-09-16","Northwestern","BL",3350483.22,75186
"2020-09-16","Northwestern","BS",3339021.44,94387
"2020-09-16","Ticino","TI",5974138.64,98740
"2020-09-16","Zurich","ZH",27034048.33,717828
"2020-09-17","9999","9999",36984.68,1443
"2020-09-17","Central","LU",7349018.75,159760
"2020-09-17","Central","NW",794602.59,14528
"2020-09-17","Central","OW",594713.72,10383
"2020-09-17","Central","SZ",2703075,48512
"2020-09-17","Central","UR",576085.14,10638
"2020-09-17","Central","ZG",2837061.24,62605
"2020-09-17","Eastern","AI",269207.47,3623
"2020-09-17","Eastern","AR",510228.11,8999
"2020-09-17","Eastern","GL",521066.97,11182
"2020-09-17","Eastern","GR",4749704.88,77956
"2020-09-17","Eastern","SG",8039552.17,161894
"2020-09-17","Eastern","SH",1092829.64,25959
"2020-09-17","Eastern","TG",3508522.05,72971
"2020-09-17","Espace Mittelland","BE",16255620.68,392293
"2020-09-17","Espace Mittelland","FR",4160581.67,86629
"2020-09-17","Espace Mittelland","JU",901498.87,16769
"2020-09-17","Espace Mittelland","NE",2533346.3,52654
"2020-09-17","Espace Mittelland","SO",3198732.21,72933
"2020-09-17","Lake Geneva","GE",10872605.37,211980
"2020-09-17","Lake Geneva","VD",14380367.46,289352
"2020-09-17","Lake Geneva","VS",6234090.11,110388
"2020-09-17","Northwestern","AG",9390253.90999999,205786
"2020-09-17","Northwestern","BL",3541773.24,77336
"2020-09-17","Northwestern","BS",3512205.86,97343
"2020-09-17","Ticino","TI",6465686.85,103491
"2020-09-17","Zurich","ZH",28040867.35,729858
"2020-09-18","9999","9999",39920.06,1418
"2020-09-18","Central","LU",9606506.66,185577
"2020-09-18","Central","NW",1019830.85,17184
"2020-09-18","Central","OW",702540.23,11827
"2020-09-18","Central","SZ",3474298.25,57560
"2020-09-18","Central","UR",755052.18,13618
"2020-09-18","Central","ZG",3504209.89,70366
"2020-09-18","Eastern","AI",350463.9,4530
"2020-09-18","Eastern","AR",617925.6,10201
"2020-09-18","Eastern","GL",644342.39,12901
"2020-09-18","Eastern","GR",5785560.16,90930
"2020-09-18","Eastern","SG",10037128.32,186378
"2020-09-18","Eastern","SH",1260624.29,28650
"2020-09-18","Eastern","TG",4340519.08,81671
"2020-09-18","Espace Mittelland","BE",20022112.63,435081
"2020-09-18","Espace Mittelland","FR",5405400.52,101491
"2020-09-18","Espace Mittelland","JU",1101995.51,19197
"2020-09-18","Espace Mittelland","NE",3191447.63,59145
"2020-09-18","Espace Mittelland","SO",3956422.04,79603
"2020-09-18","Lake Geneva","GE",12039661.16,220836
"2020-09-18","Lake Geneva","VD",17928738.67,330087
"2020-09-18","Lake Geneva","VS",8356216.11999999,133587
"2020-09-18","Northwestern","AG",12011774.62,234066
"2020-09-18","Northwestern","BL",4441143.53,87323
"2020-09-18","Northwestern","BS",4133373.79,104439
"2020-09-18","Ticino","TI",7299136.98,110069
"2020-09-18","Zurich","ZH",34473296.73,794715
"2020-09-19","9999","9999",37064.43,1177
"2020-09-19","Central","LU",11239066.07,188300
"2020-09-19","Central","NW",1242883.56,18578
"2020-09-19","Central","OW",839069.57,13645
"2020-09-19","Central","SZ",4161294.65,64161
"2020-09-19","Central","UR",815171.29,14244
"2020-09-19","Central","ZG",3849018.45,64033
"2020-09-19","Eastern","AI",422414.97,5799
"2020-09-19","Eastern","AR",669439.34,10984
"2020-09-19","Eastern","GL",767379.81,15010
"2020-09-19","Eastern","GR",6870077.19,99785
"2020-09-19","Eastern","SG",11605276.03,192208
"2020-09-19","Eastern","SH",1544643.11,30727
"2020-09-19","Eastern","TG",5067900.85999999,87493
"2020-09-19","Espace Mittelland","BE",22808612.28,413971
"2020-09-19","Espace Mittelland","FR",5591383.91,95564
"2020-09-19","Espace Mittelland","JU",1170778.38,18602
"2020-09-19","Espace Mittelland","NE",3695172.28,60843
"2020-09-19","Espace Mittelland","SO",4464127.34,81957
"2020-09-19","Lake Geneva","GE",14481327.82,204945
"2020-09-19","Lake Geneva","VD",21287787.08,335647
"2020-09-19","Lake Geneva","VS",9569999.02000002,138221
"2020-09-19","Northwestern","AG",15085620.52,252533
"2020-09-19","Northwestern","BL",5225371.32,87032
"2020-09-19","Northwestern","BS",5025832.86,102949
"2020-09-19","Ticino","TI",8844838.47999999,120758
"2020-09-19","Zurich","ZH",41241656.98,756020
"2020-09-20","9999","9999",31872.68,1118
"2020-09-20","Central","LU",2426012.24,59847
"2020-09-20","Central","NW",467982.63,6934
"2020-09-20","Central","OW",381984.07,6020
"2020-09-20","Central","SZ",1179815.91,22452
"2020-09-20","Central","UR",427493.62,7096
"2020-09-20","Central","ZG",637515.06,18098
"2020-09-20","Eastern","AI",135806.43,2370
"2020-09-20","Eastern","AR",228513.14,3782
"2020-09-20","Eastern","GL",217291.71,5459
"2020-09-20","Eastern","GR",3491622.37,46324
"2020-09-20","Eastern","SG",2209229.28,53508
"2020-09-20","Eastern","SH",387563.44,10788
"2020-09-20","Eastern","TG",793957.14,15844
"2020-09-20","Espace Mittelland","BE",5163395.32,142344
"2020-09-20","Espace Mittelland","FR",1386175.41,34727
"2020-09-20","Espace Mittelland","JU",248169.46,5178
"2020-09-20","Espace Mittelland","NE",682245.54,14754
"2020-09-20","Espace Mittelland","SO",837760.580000001,23266
"2020-09-20","Lake Geneva","GE",2012919.21,50168
"2020-09-20","Lake Geneva","VD",3711228.54,89794
"2020-09-20","Lake Geneva","VS",3345597.4,56645
"2020-09-20","Northwestern","AG",2416570.59,67881
"2020-09-20","Northwestern","BL",812766.470000001,24530
"2020-09-20","Northwestern","BS",1060975.76,36923
"2020-09-20","Ticino","TI",3464208.52,47177
"2020-09-20","Zurich","ZH",7819915.65999999,241467
"2020-09-21","9999","9999",31654.13,1232
"2020-09-21","Central","LU",6474822.62999999,146256
"2020-09-21","Central","NW",734029.59,13555
"2020-09-21","Central","OW",448994.86,8824
"2020-09-21","Central","SZ",2390836.34,45649
"2020-09-21","Central","UR",542332.21,10097
"2020-09-21","Central","ZG",2393982.73,56632
"2020-09-21","Eastern","AI",203201.78,3534
"2020-09-21","Eastern","AR",405187.8,8142
"2020-09-21","Eastern","GL",439396.3,10082
"2020-09-21","Eastern","GR",4255341.46,73831
"2020-09-21","Eastern","SG",6798810.53,147675
"2020-09-21","Eastern","SH",948941.39,24048
"2020-09-21","Eastern","TG",3000123.13,67315
"2020-09-21","Espace Mittelland","BE",15015333.47,353242
"2020-09-21","Espace Mittelland","FR",4806815.62,95624
"2020-09-21","Espace Mittelland","JU",781030.12,15406
"2020-09-21","Espace Mittelland","NE",511394.83,12995
"2020-09-21","Espace Mittelland","SO",2604573.98,63933
"2020-09-21","Lake Geneva","GE",9978960.63,205642
"2020-09-21","Lake Geneva","VD",2874305.99,81447
"2020-09-21","Lake Geneva","VS",6891023.93,117763
"2020-09-21","Northwestern","AG",8237175.15999999,189858
"2020-09-21","Northwestern","BL",3159426.19,72609
"2020-09-21","Northwestern","BS",3094843.22,90235
"2020-09-21","Ticino","TI",6027452.63,95159
"2020-09-21","Zurich","ZH",25101518.58,688685
"2020-09-22","9999","9999",30597.14,1249
"2020-09-22","Central","LU",6634563.93,146550
"2020-09-22","Central","NW",753081.55,13434
"2020-09-22","Central","OW",441964.18,8725
"2020-09-22","Central","SZ",2466760.19,44746
"2020-09-22","Central","UR",504671.17,9754
"2020-09-22","Central","ZG",2564501.32,58391
"2020-09-22","Eastern","AI",77807.29,1371
"2020-09-22","Eastern","AR",493714.55,8542
"2020-09-22","Eastern","GL",447818.18,9874
"2020-09-22","Eastern","GR",3892401.28,69430
"2020-09-22","Eastern","SG",7242804,149544
"2020-09-22","Eastern","SH",979475.75,24050
"2020-09-22","Eastern","TG",3089553.85,66218
"2020-09-22","Espace Mittelland","BE",14367051.84,339742
"2020-09-22","Espace Mittelland","FR",3814236.18,79747
"2020-09-22","Espace Mittelland","JU",784049.32,15061
"2020-09-22","Espace Mittelland","NE",2548848.37,51620
"2020-09-22","Espace Mittelland","SO",2799574.17,64583
"2020-09-22","Lake Geneva","GE",9535204.81999999,199701
"2020-09-22","Lake Geneva","VD",14376037.07,289520
"2020-09-22","Lake Geneva","VS",5746265.79,101123
"2020-09-22","Northwestern","AG",8627061.94999999,190365
"2020-09-22","Northwestern","BL",3235552.54,72033
"2020-09-22","Northwestern","BS",3241841.56,90788
"2020-09-22","Ticino","TI",5830909.15,93935
"2020-09-22","Zurich","ZH",25932973.48,694006
"2020-09-23","9999","9999",33877.96,1301
"2020-09-23","Central","LU",7340977.6,154287
"2020-09-23","Central","NW",788232.88,13898
"2020-09-23","Central","OW",467113.76,8792
"2020-09-23","Central","SZ",2690882.94,46535
"2020-09-23","Central","UR",553740.11,9678
"2020-09-23","Central","ZG",2796140.4,60750
"2020-09-23","Eastern","AI",235481.5,3349
"2020-09-23","Eastern","AR",445152.32,8131
"2020-09-23","Eastern","GL",517878.23,10649
"2020-09-23","Eastern","GR",4274181.83,71184
"2020-09-23","Eastern","SG",7824142.23000001,156000
"2020-09-23","Eastern","SH",1082326.36,25089
"2020-09-23","Eastern","TG",3334638.95,69292
"2020-09-23","Espace Mittelland","BE",14937293.4,346090
"2020-09-23","Espace Mittelland","FR",4093132.74,82196
"2020-09-23","Espace Mittelland","JU",827560.46,15542
"2020-09-23","Espace Mittelland","NE",2517089.59,49337
"2020-09-23","Espace Mittelland","SO",2992038.25,66853
"2020-09-23","Lake Geneva","GE",10243444.67,204834
"2020-09-23","Lake Geneva","VD",14356559.93,286008
"2020-09-23","Lake Geneva","VS",6133305.2,105616
"2020-09-23","Northwestern","AG",9585581.33999999,200373
"2020-09-23","Northwestern","BL",3553538.04,74676
"2020-09-23","Northwestern","BS",3535522.19,93161
"2020-09-23","Ticino","TI",5789496.56,93298
"2020-09-23","Zurich","ZH",28131672.65,711565
"2020-09-24","9999","9999",32939.41,1301
"2020-09-24","Central","LU",7937544.62,160082
"2020-09-24","Central","NW",813327.74,14103
"2020-09-24","Central","OW",579272.01,10303
"2020-09-24","Central","SZ",2805618.17,47279
"2020-09-24","Central","UR",539746.03,10047
"2020-09-24","Central","ZG",2926733.72,62393
"2020-09-24","Eastern","AI",240671.73,3211
"2020-09-24","Eastern","AR",462788.81,8235
"2020-09-24","Eastern","GL",525382.24,10623
"2020-09-24","Eastern","GR",4348332.56000001,71456
"2020-09-24","Eastern","SG",8524378.76,162001
"2020-09-24","Eastern","SH",1089974.44,25329
"2020-09-24","Eastern","TG",3703353.77,71264
"2020-09-24","Espace Mittelland","BE",16138034.14,354760
"2020-09-24","Espace Mittelland","FR",4185065.46,83032
"2020-09-24","Espace Mittelland","JU",895788.4,16062
"2020-09-24","Espace Mittelland","NE",2789076.38,52787
"2020-09-24","Espace Mittelland","SO",3398035.12,70774
"2020-09-24","Lake Geneva","GE",11104007.69,212025
"2020-09-24","Lake Geneva","VD",14506756.16,281257
"2020-09-24","Lake Geneva","VS",6209407.51,103987
"2020-09-24","Northwestern","AG",10164754.69,204631
"2020-09-24","Northwestern","BL",3746489.72,75089
"2020-09-24","Northwestern","BS",3582131.27,95507
"2020-09-24","Ticino","TI",6694045.09,99028
"2020-09-24","Zurich","ZH",29523438.71,719813
"2020-09-25","9999","9999",42385.44,1452
"2020-09-25","Central","LU",11883117.68,206329
"2020-09-25","Central","NW",1406461.78,19661
"2020-09-25","Central","OW",213056.89,3776
"2020-09-25","Central","SZ",4146270.15,60498
"2020-09-25","Central","UR",849104.19,13185
"2020-09-25","Central","ZG",4199576.86,75657
"2020-09-25","Eastern","AI",321609.77,3888
"2020-09-25","Eastern","AR",715182.86,10216
"2020-09-25","Eastern","GL",774409.16,13407
"2020-09-25","Eastern","GR",5443550.5,79918
